label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
pos,wood,wn_parts,not_certain,0.1091349755,1,True,-,deal,deal,187581,True,True,True,7,16,22,0.11764705882352941,0.27793362468285043,homonyms_also_same_pos,met non-met,abs-conc,True,342,522,381,820bf9e6-a88f-11e9-b4f6-acde48001122,ac6371ec-ce46-11e9-8a6e-acde48001122
neg,made_of_wood,cslb_crowd_neg,certain,0.1423600115,3,True,-,dates,date,84737,True,True,True,5,13,13,0.125,0.2938421958158799,homonyms_also_same_pos,non-met,abs-conc,True,,,,820bfa18-a88f-11e9-bf38-acde48001122,ac63679c-ce46-11e9-8a6e-acde48001122
pos,made_of_wood,cslb,not_certain,0.1505083245,3,True,-,saw,see,274678,True,True,False,8,12,25,0.13333333333333333,0.2758717731543824,homonyms_only_different_pos,met non-met,conc,False,532,552,269,820bfa40-a88f-11e9-ab2a-acde48001122,ac70bc26-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.1624530367,1,True,-,lag,lag,3891,True,True,False,5,5,7,0.1111111111111111,0.22652409319075983,homonyms_also_same_pos,met non-met,abs-conc,False,,,,820bfa68-a88f-11e9-8514-acde48001122,ac68392a-ce46-11e9-8a6e-acde48001122
pos,made_of_wood,cslb,not_certain,0.1647190856,2,True,-,ruler,ruler,40297,True,True,True,2,0,2,0.42105263157894735,0.42105263157894735,poly,,conc,True,555,571,311,820bfa86-a88f-11e9-89d0-acde48001122,ac705bc8-ce46-11e9-8a6e-acde48001122
pos,made_of_wood,cslb,not_certain,0.1666938697,-,True,-,club,club,853994,True,True,True,5,11,11,0.10526315789473684,0.2913528374312688,homonyms_only_different_pos,non-met,abs-conc,True,509,533,,820bfab8-a88f-11e9-af37-acde48001122,ac627508-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.1987172149,-,True,-,balk,balk,705,True,True,False,1,1,5,0.125,0.2130252100840336,homonyms_only_different_pos,,abs-conc,False,,,,820bfae8-a88f-11e9-9c8c-acde48001122,ac60d7a2-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.2007840307,-,True,-,stock,stock,108833,True,True,True,11,17,27,0.08333333333333333,0.28307044946831506,homonyms_only_different_pos,non-met,abs-conc,True,,,,820bfb08-a88f-11e9-94e3-acde48001122,ac71dc96-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.2026860153,-,True,-,board,board,407846,True,True,True,6,12,13,0.09523809523809523,0.4049830378722462,homonyms_only_different_pos,met non-met,abs-conc,True,565,546,,820bfb30-a88f-11e9-982a-acde48001122,ac6152e0-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.2117652288,-,True,-,wale,wale,1277,True,True,True,1,0,2,0.10526315789473684,0.10526315789473684,,,abs-conc,True,,,,820bfb58-a88f-11e9-8b6e-acde48001122,820bdce8-a88f-11e9-9f5d-acde48001122
pos,made_of_wood,cslb,not_certain,0.2128433015,-,True,-,throne,throne,54373,True,True,True,2,0,5,0.09523809523809523,0.24072128851540617,poly,,abs-conc,True,,,,820bfb76-a88f-11e9-b7e1-acde48001122,ac729d0c-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.2147057331,-,True,-,trave,trave,208,True,True,True,0,0,1,0.8181818181818182,0.8181818181818182,,,conc,True,,,,820bfb9e-a88f-11e9-ae93-acde48001122,820bed66-a88f-11e9-a6ea-acde48001122
pos,made_of_wood,cslb,not_certain,0.2247221317,-,True,-,castle,castle,195292,True,True,True,1,0,5,0.09523809523809523,0.31804511278195485,homonyms_only_different_pos,non-met,abs-conc,True,,415,,820bfbc6-a88f-11e9-9625-acde48001122,ac61f6aa-ce46-11e9-8a6e-acde48001122
neg,made_of_wood,cslb_crowd_neg,certain,0.2290117868,-,True,-,gong,gong,8248,True,True,False,1,0,3,0.9,0.9,poly,,conc,False,,,,820bfbe4-a88f-11e9-a8ab-acde48001122,ac664d9a-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.2351034156,-,True,-,traverse,traverse,8140,True,True,False,4,3,7,0.09090909090909091,0.3301470639492805,homonyms_only_different_pos,non-met,abs-conc,False,,,,820bfc0c-a88f-11e9-9531-acde48001122,ac72e62c-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.2373398752,-,True,-,louvre,louvre,5268,True,True,False,1,0,2,0.5263157894736842,0.5263157894736842,mon,,conc-n,False,,,,820bfc34-a88f-11e9-9bd2-acde48001122,ac6c599c-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.2382904736,-,True,-,pale,pale,32395,True,True,False,1,0,7,None,,homonyms_only_different_pos,met non-met,conc,False,385,499,,820bfc52-a88f-11e9-a094-acde48001122,ac6e1160-ce46-11e9-8a6e-acde48001122
pos,wood,wn_parts,not_certain,0.2420313575,-,True,-,shoring,shore,350,True,True,False,3,8,5,0.2222222222222222,0.3194444444444444,homonyms_also_same_pos,,conc,False,,,,820bfc7a-a88f-11e9-95ca-acde48001122,ac710956-ce46-11e9-8a6e-acde48001122
pos,made_of_wood,cslb,not_certain,0.2461944482,-,True,-,puppet,puppet,13157,True,True,True,1,0,3,0.42105263157894735,0.48239880747620684,poly,non-met,conc,True,,382,,820bfc98-a88f-11e9-935a-acde48001122,ac6f63ee-ce46-11e9-8a6e-acde48001122
pos,made_of_wood,cslb,not_certain,0.2486818426,-,True,-,mop,mop,1495,True,True,True,1,0,3,0.2222222222222222,0.2222222222222222,homonyms_only_different_pos,met,conc,True,,443,,820bfcc0-a88f-11e9-b092-acde48001122,ac6d15d0-ce46-11e9-8a6e-acde48001122
neg,made_of_wood,cslb_crowd_neg,certain,0.25066296,-,True,-,bell,bell,95333,True,True,True,3,0,11,0.10526315789473684,0.3123841044895919,homonyms_only_different_pos,met non-met,abs-conc-n,True,620,543,,820bfce8-a88f-11e9-917d-acde48001122,ac6110f0-ce46-11e9-8a6e-acde48001122
