label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
neg,wheel,wn_parts,not_certain,0.0506268185,3,False,-,technical,technical,129845,True,True,False,2,0,7,0.1,0.1,poly,met non-met,abs-conc,False,,,,820b3452-a88f-11e9-b88b-acde48001122,ac726c74-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.0795127408,3,False,-,semi,semi,128224,True,True,False,3,0,3,0.1,0.28467023172905526,,,abs-conc,False,,,,820b3568-a88f-11e9-81fa-acde48001122,820abff4-a88f-11e9-90b9-acde48001122
neg,wheel,wn_parts,not_certain,0.0808870207,3,False,-,berlin,berlin,119142,True,True,False,0,1,3,0.25,0.27285395763656634,,met non-met,conc-n,False,,,,820b35d8-a88f-11e9-b35a-acde48001122,ac6119ce-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.0823545856,3,False,-,ordinary,ordinary,43226,True,True,False,5,0,7,0.11764705882352941,0.3112510528686999,poly,non-met,abs-conc,False,,584,,820b360a-a88f-11e9-a41b-acde48001122,ac6dd916-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.0834407387,3,False,-,auto,auto,35612,True,True,True,0,1,1,1.0,1.0,mon,,conc,False,,,,820b363a-a88f-11e9-a913-acde48001122,ac60b2ea-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.0836509006,3,False,-,stage,stage,313237,True,True,True,5,14,10,0.09090909090909091,0.24308009138531178,homonyms_only_different_pos,met non-met,abs-conc,False,,,,820b3664-a88f-11e9-ae62-acde48001122,ac71b7ca-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1077562573,3,False,-,landau,landau,4139,True,True,False,1,0,2,0.38095238095238093,0.38095238095238093,mon,,conc-n,False,,,,820b368c-a88f-11e9-9733-acde48001122,ac683ed4-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1087150914,3,False,-,coach,coach,315571,True,True,True,4,10,7,0.14285714285714285,0.45864094299709035,homonyms_only_different_pos,met non-met,conc,False,561,509,314,820b36a8-a88f-11e9-a5f2-acde48001122,ac627800-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1109131709,3,False,-,shay,shay,2460,True,True,False,0,0,1,1.0,1.0,mon,,conc,False,,,,820b36d2-a88f-11e9-b6d5-acde48001122,ac70f506-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1116555774,3,False,-,finisher,finisher,3205,True,True,True,1,0,6,0.2,0.44783993783993775,,,conc,False,,,,820b36fa-a88f-11e9-bda1-acde48001122,820b2b58-a88f-11e9-823d-acde48001122
neg,wheel,wn_parts,not_certain,0.1147427494,3,False,-,cycle,cycle,79050,True,True,True,6,3,11,0.11764705882352941,0.2878252074722663,homonyms_only_different_pos,met,abs-conc,False,,,,820b3722-a88f-11e9-bb90-acde48001122,ac635360-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1163497242,3,False,-,troika,troika,909,True,True,False,2,0,3,0.10526315789473684,0.15350877192982457,poly,,abs-conc,False,,,,820b3754-a88f-11e9-8b1f-acde48001122,ac72f5cc-ce46-11e9-8a6e-acde48001122
pos,wing,wn_parts,not_certain,0.1177782773,1,True,-,ern,ern,1499,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,,820b377a-a88f-11e9-99fe-acde48001122,820b03f6-a88f-11e9-b5d3-acde48001122
neg,wheel,wn_parts,not_certain,0.1177804033,-,True,-,flatbed,flatbed,671,True,True,True,1,0,2,0.47619047619047616,0.47619047619047616,,,conc,True,,,,820b379a-a88f-11e9-b056-acde48001122,820a9c5e-a88f-11e9-98de-acde48001122
pos,wing,wn_parts,not_certain,0.1235063285,-,True,-,viceroy,viceroy,9816,True,True,True,1,0,2,0.48,0.48,mon,,conc,True,,,,820b37c2-a88f-11e9-95cf-acde48001122,ac73909a-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1253594227,-,True,-,van,van,186143,True,True,True,2,0,5,0.09523809523809523,0.32264768255480325,homonyms_also_same_pos,non-met,abs-conc,True,606,542,267,820b37e8-a88f-11e9-a63a-acde48001122,ac736fac-ce46-11e9-8a6e-acde48001122
pos,wing,wn_parts,not_certain,0.1261295695,-,True,-,mina,mina,4861,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,,820b3812-a88f-11e9-85d1-acde48001122,820af06e-a88f-11e9-8f3e-acde48001122
neg,wheel,wn_parts,not_certain,0.128996598,-,True,-,automobile,automobile,29782,True,True,True,0,1,2,None,,mon,,conc,True,607,456,483,820b383a-a88f-11e9-9cdc-acde48001122,ac60b4f2-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1318800579,-,True,-,dumper,dumper,145,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,,820b3862-a88f-11e9-8115-acde48001122,ac648780-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1323509673,-,True,-,tandem,tandem,9834,True,True,True,1,0,3,0.125,0.125,homonyms_only_different_pos,met,abs-conc,True,,,,820b3880-a88f-11e9-a44b-acde48001122,ac7259d2-ce46-11e9-8a6e-acde48001122
pos,wing,wn_parts,not_certain,0.1330854122,-,True,-,pen,pen,27842,True,True,True,4,0,6,0.3333333333333333,0.5124242424242424,homonyms_also_same_pos,non-met,conc,True,571,554,,820b458c-a88f-11e9-8813-acde48001122,ac6e53fa-ce46-11e9-8a6e-acde48001122
neg,wheel,wn_parts,not_certain,0.1359251285,-,True,-,horsecar,horsecar,311,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,,820b460c-a88f-11e9-947d-acde48001122,820abab8-a88f-11e9-bb6f-acde48001122
