label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
pos,wheel,wn_parts,not_certain,0.1171449762,1,True,-,technical,technical,129845,True,True,False,2,0,7,0.1,0.1,poly,met non-met,abs-conc,False,,,,820a2b70-a88f-11e9-b43f-acde48001122,ac726c74-ce46-11e9-8a6e-acde48001122
pos,wheel,wn_parts,not_certain,0.1353691729,-,True,-,ordinary,ordinary,43226,True,True,False,5,0,7,0.11764705882352941,0.3112510528686999,poly,non-met,abs-conc,False,,584,,820a2bb6-a88f-11e9-9a07-acde48001122,ac6dd916-ce46-11e9-8a6e-acde48001122
pos,wheel,wn_parts,not_certain,0.1399726374,-,True,-,clarence,clarence,15386,True,True,True,0,0,1,1.0,1.0,,,conc,True,,,,820a2bfa-a88f-11e9-8802-acde48001122,8209f718-a88f-11e9-aa39-acde48001122
neg,has_wheels,cslb_crowd_neg,certain,0.1447513414,-,True,-,piton,piton,330,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,,820a2c42-a88f-11e9-94ba-acde48001122,ac6eab2a-ce46-11e9-8a6e-acde48001122
pos,wheel,wn_parts,not_certain,0.1504070649,-,True,-,berlin,berlin,119142,True,True,False,0,1,3,0.25,0.27285395763656634,,met non-met,conc-n,False,,,,820a2c7e-a88f-11e9-a33a-acde48001122,ac6119ce-ce46-11e9-8a6e-acde48001122
pos,wheel,wn_parts,not_certain,0.1558762462,-,True,-,semi,semi,128224,True,True,False,3,0,3,0.1,0.28467023172905526,,,abs-conc,False,,,,820a2cc6-a88f-11e9-bcd0-acde48001122,820a191e-a88f-11e9-b330-acde48001122
pos,wheel,wn_parts,not_certain,0.1797394303,-,True,-,smoker,smoker,2007,True,True,True,2,0,3,0.10526315789473684,0.20651629072681701,poly,,abs-conc,True,,,,820a2d00-a88f-11e9-a036-acde48001122,ac7160b8-ce46-11e9-8a6e-acde48001122
pos,wheel,wn_parts,not_certain,0.1816441622,-,True,-,heap,heap,4710,True,True,True,3,3,6,0.2222222222222222,0.27524790024790025,homonyms_only_different_pos,met non-met,abs,True,485,519,319,820a2d3a-a88f-11e9-a90a-acde48001122,ac66cb26-ce46-11e9-8a6e-acde48001122
pos,wheels,wn_parts,not_certain,0.1856532923,-,True,-,rim,rim,17057,True,True,True,2,9,8,0.13333333333333333,0.37750484809308343,homonyms_only_different_pos,non-met,abs-conc,True,511,501,,820a2d82-a88f-11e9-8e26-acde48001122,ac702c8e-ce46-11e9-8a6e-acde48001122
pos,wheel,wn_parts,not_certain,0.1866273203,-,True,-,barrow,barrow,12469,True,True,False,2,0,3,0.125,0.2744708994708995,homonyms_also_same_pos,,abs-conc,False,,,,820a2dbe-a88f-11e9-9c1a-acde48001122,ac60ed32-ce46-11e9-8a6e-acde48001122
