label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
neg,medication,wn_hypernym,not_certain,0.0708642438,3,False,-,administration,administration,194148,True,True,True,3,5,6,0.19047619047619047,0.3850796967050837,poly,non-met,abs,False,331,502,561,82013b0a-a88f-11e9-9a5f-acde48001122,ac60098a-ce46-11e9-8a6e-acde48001122
pos/neg,profession,wn_hypernym,not_certain,0.0942263964,3,False,-,ministry,ministry,148580,True,True,True,2,0,4,0.10526315789473684,0.19379658296066968,poly,non-met,abs-conc,False,,,,82013b3a-a88f-11e9-aef1-acde48001122,ac6ceb50-ce46-11e9-8a6e-acde48001122
neg,neg,manually_included,certain,0.108588836,3,False,-,peace,peace,154645,True,True,True,3,4,5,0.23529411764705882,0.44660094807153633,poly,non-met,abs,False,309,571,,82013b64-a88f-11e9-877f-acde48001122,ac6e475c-ce46-11e9-8a6e-acde48001122
neg,is_dangerous,cslb_crowd_neg,certain,0.1087589295,3,False,-,reserve,reserve,141554,True,True,True,6,9,11,0.1,0.23577033720652577,homonyms_only_different_pos,non-met,abs-conc,False,,,,82013b82-a88f-11e9-bc2d-acde48001122,ac700416-ce46-11e9-8a6e-acde48001122
pos/neg,profession,wn_hypernym,not_certain,0.108803601,3,False,-,pastorate,pastorate,1102,True,True,False,0,0,2,0.21052631578947367,0.21052631578947367,poly,,abs,False,,,,82013ba8-a88f-11e9-b055-acde48001122,ac6e3884-ce46-11e9-8a6e-acde48001122
neg,tool,wn_hypernym,not_certain,0.111423907,3,False,-,muller,muller,5350,True,True,True,1,0,9,0.38095238095238093,0.5162757024313088,,,conc-n,False,,,,82013bd2-a88f-11e9-973e-acde48001122,82012098-a88f-11e9-afc4-acde48001122
pos/neg,profession,wn_hypernym,not_certain,0.1115500405,3,False,-,clergy,clergy,23623,True,True,True,0,0,1,1.0,1.0,mon,,abs,False,,,,82013bf0-a88f-11e9-9f7d-acde48001122,ac6264aa-ce46-11e9-8a6e-acde48001122
neg,tool,wn_hypernym,not_certain,0.1120155325,3,False,-,square,square,247171,True,True,False,14,8,25,0.1,0.24782075524971345,homonyms_only_different_pos,met non-met,abs-conc,False,516,576,250,82013c18-a88f-11e9-8b34-acde48001122,ac71b086-ce46-11e9-8a6e-acde48001122
neg,is_dangerous,cslb_crowd_neg,certain,0.1192589,3,False,-,hod,hod,879,True,True,False,0,0,1,1.0,1.0,poly,,conc,False,,,,82013c40-a88f-11e9-8dcc-acde48001122,ac6702a8-ce46-11e9-8a6e-acde48001122
neg,medication,wn_hypernym,not_certain,0.1218312804,3,False,-,salve,salve,1092,True,True,True,3,0,4,0.1,0.175,homonyms_only_different_pos,,abs-conc,False,434,329,,82013c68-a88f-11e9-8680-acde48001122,ac7077f2-ce46-11e9-8a6e-acde48001122
