quid	listNr	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
1e0e67ea-2f53-42be-8d2c-969aa4d4df57	1	``Blue'' is one for the first things which come to mind when I hear ``calf' because blue is one of the typical colors of (a/an) calf'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	typical_of_concept-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
a6e3ae2c-0832-434b-bcd5-59581ad80f41	1	I think it is impossible for (a/an) calf to be blue.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	impossible-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
f1ca8183-2c25-4fb4-a2cb-f352eea687aa	1	You can find (a/an) calf which is blue. Blue is one of a few possible colors (a/an) calf usually has. There is only a limited range of possible colors.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	variability_limited-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
aa6c8765-681c-44b0-8fde-ac3285202f21	1	You can find (a/an) calf which is blue. Blue is one of many possible colors (a/an) calf usually has. The range of colors is almost unlimited. 	You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress usually has. The range of colors is almost unlimited. 	You can find (a/an) pea which is green. Green is one of many possible colors (a/an) pea usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	variability_open-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
ae3ddf7e-8408-452c-8a58-f36f86658327	1	I could say (a/an) calf is blue, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	creative-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
4e467ecd-d0c4-4181-b435-ec1e67fc2777	1	I think (a/an) calf can be blue, but this is rare or uncommon.	I think (a/an) rose can be black, but this is rare or uncommon.	I think (a/an) rose can be yellow, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	rare-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
919a146d-bc70-494b-a96d-2972ba214d04	1	Usually, (a/an) calf is not blue, but there could be a highly unusual situation in which (a/an) calf is blue.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	unusual-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
04eeb128-6511-42c0-b98d-49a2ccb09993	1	I know that being blue is necessary for many things (a/an) calf does or is used for. 	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	affording_activity-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
14921cd5-eca3-4812-a334-a78155aea406	1	I know that (a/an) calf is blue as most or all other things similar to (a/an) calf are blue. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	implied_category-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
cb65f14d-9cf5-486c-a225-5406cb89735a	1	``Calf'' is one of the first things which come to mind when I hear ``blue' because (a/an) calf is a typical example of things which are blue'. 	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=8E184374	typical_of_property-blue-calf	Agree or disagree (run5_pilot-experiment3-batch7-70-70)
