quid	listNr	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
a0586026-aa5e-4da6-aef5-8997f0e4c493	1	Usually, (a/an) soup is not used_in_cooking, but there could be a highly unusual situation in which (a/an) soup is used_in_cooking.	Usually, (a/an) beer is not green, but there could be a highly unusual situation in which (a/an) beer is green.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	unusual-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
978706d2-965a-4f67-85bf-62e6b199956b	1	I know that being used_in_cooking is necessary for many things (a/an) soup does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	affording_activity-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
44fe77a4-0fb9-43e6-a7e4-1f607eb2293a	1	I could say (a/an) soup is used_in_cooking, but I would most certainly not mean it literally.	"I could say (a/an) computer is dying, but I would most certainly not mean it literally.
I could say (a/an) idea is alive, but I would most certainly not mean it literally.
I could say (a/an) thought is toxic, but I would most certainly not mean it literally."	"I could say (a/an) pet is dying, but I would most certainly not mean it literally.
I could say (a/an) dog is alive, but I would most certainly not mean it literally.
I could say (a/an) substance is toxic, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	creative-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
e3a6cfa2-570b-4213-85c5-647ac2070345	1	You can find (a/an) soup which is used_in_cooking. Used_in_cooking is one of a few possible uses (a/an) soup usually has. There is only a limited range of possible uses.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	variability_limited-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
fe924e12-c9b7-4472-ae55-1e10184d4f8b	1	``Used_in_cooking'' is one for the first things which come to mind when I hear ``soup' because used_in_cooking is one of the typical uses of (a/an) soup'.	``Expensive'' is one for the first things which come to mind when I hear ``cigar' because expensive is one of the typical prices of (a/an) cigar'.	``Expensive'' is one for the first things which come to mind when I hear ``cigarette' because expensive is one of the typical prices of (a/an) cigarette'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	typical_of_concept-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
7f97a065-3f32-444d-9099-0d162a2fff4b	1	``Soup'' is one of the first things which come to mind when I hear ``used_in_cooking' because (a/an) soup is a typical example of things which are used_in_cooking'. 	``Movie_star'' is one of the first things which come to mind when I hear ``famous' because (a/an) movie_star is a typical example of things which are famous'. 	``Mug'' is one of the first things which come to mind when I hear ``expensive' because (a/an) mug is a typical example of things which are expensive'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	typical_of_property-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
cb00b7bb-47da-4446-bb04-3d1affc0592f	1	I know that (a/an) soup is used_in_cooking as most or all other things similar to (a/an) soup are used_in_cooking. 	I know that (a/an) merlot is alcoholic as most or all other things similar to (a/an) merlot are alcoholic. 	I know that (a/an) lemonade is alcoholic as most or all other things similar to (a/an) lemonade are alcoholic. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	implied_category-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
aa03ed51-c480-466d-b063-0fbbbdc656f8	1	I think (a/an) soup can be used_in_cooking, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell_pepper can be green, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	rare-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
7fd71375-9b29-4bce-a9f6-51703f6aa8b5	1	You can find (a/an) soup which is used_in_cooking. Used_in_cooking is one of many possible uses (a/an) soup usually has. The range of uses is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	variability_open-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
fef4a579-ac91-4f7b-80bb-04fc17e7af46	1	I think it is impossible for (a/an) soup to be used_in_cooking.	I think it is impossible for (a/an) bee to be human.	I think it is impossible for (a/an) prisoner to be innocent.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	impossible-used_in_cooking-soup	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
a22fd5b0-b9ef-4cfe-83c5-e3d39fe5a6c7	1	I could say (a/an) pawpaw is juicy, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	creative-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
8adb7956-394f-4d07-9f47-ac3a93ebb5f6	1	I know that (a/an) pawpaw is juicy as most or all other things similar to (a/an) pawpaw are juicy. 	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	implied_category-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
1b51df70-f082-4212-97da-b6bf3bab9386	1	I think it is impossible for (a/an) pawpaw to be juicy.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	impossible-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
d2109b18-f78f-4690-89e2-04f38da73f15	1	``Pawpaw'' is one of the first things which come to mind when I hear ``juicy' because (a/an) pawpaw is a typical example of things which are juicy'. 	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	typical_of_property-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
e98b10e6-e514-4a0d-915c-2a6de953c50c	1	You can find (a/an) pawpaw which is juicy. Juicy is one of many possible qualities (a/an) pawpaw usually has. The range of qualities is almost unlimited. 	You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress usually has. The range of colors is almost unlimited. 	You can find (a/an) pea which is green. Green is one of many possible colors (a/an) pea usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	variability_open-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
555060e9-766d-4324-b774-6765340630e3	1	I think (a/an) pawpaw can be juicy, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	rare-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
2edfc626-a03e-4875-8b36-18590317bc3f	1	You can find (a/an) pawpaw which is juicy. Juicy is one of a few possible qualities (a/an) pawpaw usually has. There is only a limited range of possible qualities.	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	variability_limited-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
cfd93b47-31a7-40b2-8fc6-3d370634ad12	1	I know that being juicy is necessary for many things (a/an) pawpaw does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	affording_activity-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
e930907e-79c0-4102-9db5-21d830bb7d5f	1	Usually, (a/an) pawpaw is not juicy, but there could be a highly unusual situation in which (a/an) pawpaw is juicy.	Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	unusual-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
04be4cbf-3c32-44be-bcbd-d0d24aa8645d	1	``Juicy'' is one for the first things which come to mind when I hear ``pawpaw' because juicy is one of the typical qualities of (a/an) pawpaw'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	typical_of_concept-juicy-pawpaw	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
8028974e-57eb-475f-9341-f9085926902b	1	I know that being warm is necessary for many things (a/an) overcoat does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	affording_activity-warm-overcoat	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
845fef7d-5c63-4b0a-b430-ab5dc7aa3294	1	I think it is impossible for (a/an) overcoat to be warm.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	impossible-warm-overcoat	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
2831b392-3ce5-4e81-9bd1-c7b62b0a39bb	1	``Warm'' is one for the first things which come to mind when I hear ``overcoat' because warm is one of the typical qualities of (a/an) overcoat'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	typical_of_concept-warm-overcoat	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
54d78334-8de1-4799-b4ef-e97c0150c22e	1	You can find (a/an) overcoat which is warm. (A/an) overcoat is usually either warm or not warm. It cannot be a bit more or less warm.	You can find (a/an) pea which is frozen. (A/an) pea is usually either frozen or not frozen. It cannot be a bit more or less frozen.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty or not salty. It cannot be a bit more or less salty.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	variability_limited-warm-overcoat	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
58cc21eb-c70c-4c0e-8998-daf60302b2c4	1	I know that (a/an) overcoat is warm as most or all other things similar to (a/an) overcoat are warm. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58B2FF30	implied_category-warm-overcoat	Agree or disagree (run5_pilot-experiment3-batch8-70-70)
