quid	listNr	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
570092b7-c41b-48a1-a221-e3483d15ae6c	1	I know that (a/an) vinegar is used_in_cooking as most or all other things similar to (a/an) vinegar are used_in_cooking. 	I know that (a/an) merlot is alcoholic as most or all other things similar to (a/an) merlot are alcoholic. 	I know that (a/an) lemonade is alcoholic as most or all other things similar to (a/an) lemonade are alcoholic. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	implied_category-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
aee6ee1c-fa29-400b-a31b-25285e080586	1	I think (a/an) vinegar can be used_in_cooking, but this is rare or uncommon.	I think (a/an) rose can be black, but this is rare or uncommon.	I think (a/an) rose can be yellow, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	rare-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
6346a260-bdb9-41e1-b02b-5e107937e9ee	1	Usually, (a/an) vinegar is not used_in_cooking, but there could be a highly unusual situation in which (a/an) vinegar is used_in_cooking.	Usually, (a/an) beer is not green, but there could be a highly unusual situation in which (a/an) beer is green.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	unusual-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
fe75d314-4687-4ef5-865e-aeac86abac11	1	I know that being used_in_cooking is necessary for many things (a/an) vinegar does or is used for. 	I know that being waterproof is necessary for many things (a/an) raincoat does or is used for. 	I know that being pink is necessary for many things (a/an) bikini does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	affording_activity-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
d515541d-483d-485c-bb23-5b474b652cf7	1	``Vinegar'' is one of the first things which come to mind when I hear ``used_in_cooking' because (a/an) vinegar is a typical example of things which are used_in_cooking'. 	``Pasta'' is one of the first things which come to mind when I hear ``Italian' because (a/an) pasta is a typical example of things which are Italian'. 	``Sweater'' is one of the first things which come to mind when I hear ``beautiful' because (a/an) sweater is a typical example of things which are beautiful'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	typical_of_property-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
3933fa98-9ab8-4760-ac42-3d117863623c	1	I could say (a/an) vinegar is used_in_cooking, but I would most certainly not mean it literally.	"I could say (a/an) computer is dying, but I would most certainly not mean it literally.
I could say (a/an) idea is alive, but I would most certainly not mean it literally.
I could say (a/an) thought is toxic, but I would most certainly not mean it literally."	"I could say (a/an) pet is dying, but I would most certainly not mean it literally.
I could say (a/an) dog is alive, but I would most certainly not mean it literally.
I could say (a/an) substance is toxic, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	creative-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
658efd6c-73bb-486e-8406-f1d8b85938c2	1	I think it is impossible for (a/an) vinegar to be used_in_cooking.	I think it is impossible for (a/an) corpse to be alive.	I think it is impossible for (a/an) movie to be educational.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	impossible-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
37fa9012-8d97-4fcd-921c-23a29d7216be	1	``Used_in_cooking'' is one for the first things which come to mind when I hear ``vinegar' because used_in_cooking is one of the typical uses of (a/an) vinegar'.	``Expensive'' is one for the first things which come to mind when I hear ``cigar' because expensive is one of the typical prices of (a/an) cigar'.	``Expensive'' is one for the first things which come to mind when I hear ``cigarette' because expensive is one of the typical prices of (a/an) cigarette'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	typical_of_concept-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
df89bf6c-8f04-4fcc-bc43-25fa9a57c04d	1	You can find (a/an) vinegar which is used_in_cooking. Used_in_cooking is one of many possible uses (a/an) vinegar usually has. The range of uses is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	variability_open-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
cb834d41-3c3a-4b07-afbe-0b11489ca682	1	You can find (a/an) vinegar which is used_in_cooking. Used_in_cooking is one of a few possible uses (a/an) vinegar usually has. There is only a limited range of possible uses.	You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper usually has. There is only a limited range of possible colors.	You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	variability_limited-used_in_cooking-vinegar	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
8cae7867-6c8a-41ed-a3ce-3c7e0b9d7baa	1	I could say (a/an) pear is juicy, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	creative-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
006e3718-e5d9-44bc-93b9-e3fe3b105dbe	1	I know that (a/an) pear is juicy as most or all other things similar to (a/an) pear are juicy. 	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	implied_category-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
ddb8ee0c-542d-427c-8f81-f5be10dc5942	1	``Pear'' is one of the first things which come to mind when I hear ``juicy' because (a/an) pear is a typical example of things which are juicy'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	typical_of_property-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
099e58f8-48d4-47e6-892c-faffba555d70	1	Usually, (a/an) pear is not juicy, but there could be a highly unusual situation in which (a/an) pear is juicy.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	unusual-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
d4289286-88ac-4c63-bc21-60ef4f2a49dd	1	You can find (a/an) pear which is juicy. Juicy is one of many possible qualities (a/an) pear usually has. The range of qualities is almost unlimited. 	You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress usually has. The range of colors is almost unlimited. 	You can find (a/an) pea which is green. Green is one of many possible colors (a/an) pea usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	variability_open-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
7f98e8a5-c995-4c50-93f5-5e2f6ef3fefe	1	I think it is impossible for (a/an) pear to be juicy.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	impossible-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
86a0d502-e52a-46f7-8e28-efac31915329	1	I know that being juicy is necessary for many things (a/an) pear does or is used for. 	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	affording_activity-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
b166c90e-608d-43c6-8e78-eba265984942	1	You can find (a/an) pear which is juicy. Juicy is one of a few possible qualities (a/an) pear usually has. There is only a limited range of possible qualities.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	variability_limited-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
d89ae937-a886-4ed4-a0fe-325f1c3184c5	1	I think (a/an) pear can be juicy, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	rare-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
25094648-33be-4f7f-a447-27f965d9dd5d	1	``Juicy'' is one for the first things which come to mind when I hear ``pear' because juicy is one of the typical qualities of (a/an) pear'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	typical_of_concept-juicy-pear	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
test3_true	2	You can find (a/an) t-shirt which is grey. Grey is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	variability_open-grey-t-shirt	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
test4_true	1	``Liquid'' is one for the first things which come to mind when I hear ``water' because liquid is one of the typical states of (a/an) water'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	typical_of_concept-liquid-water	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
909a4061-b77b-430e-8f38-623a2dd123eb	2	Usually, (a/an) broccoli is not blue, but there could be a highly unusual situation in which (a/an) broccoli is blue.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	unusual-blue-broccoli	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
df52c2dd-f07f-4d41-b468-5a5d79b82b95	2	I think it is impossible for (a/an) broccoli to be blue.	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	impossible-blue-broccoli	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
849ee5ee-4e0c-41b1-be75-b114162f0273	2	I think (a/an) broccoli can be blue, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	rare-blue-broccoli	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
5d18697d-d461-4211-aa14-73c98e530bc4	2	I could say (a/an) broccoli is blue, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	creative-blue-broccoli	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
c1a6f644-d91c-44a3-8727-bdb204e59d1c	2	I know that being juicy is necessary for many things (a/an) cranberry does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	affording_activity-juicy-cranberry	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
73b3cba5-e6c6-4b98-a21e-4de6d9b1700b	2	I think (a/an) cranberry can be juicy, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	rare-juicy-cranberry	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
d3fa3fcb-95ce-45e9-940b-8dce0fbf6544	2	I think it is impossible for (a/an) cranberry to be juicy.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	impossible-juicy-cranberry	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
29d5caaf-1b6d-48ea-8683-d867a5b27adb	2	I could say (a/an) cranberry is juicy, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	creative-juicy-cranberry	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
d8787f13-2f12-4d6e-b06b-7d0cc6f6d589	2	``Cranberry'' is one of the first things which come to mind when I hear ``juicy' because (a/an) cranberry is a typical example of things which are juicy'. 	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	typical_of_property-juicy-cranberry	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
25a2bb84-3cd9-4f7c-8f1c-29a25d1f652a	2	I know that (a/an) cranberry is juicy as most or all other things similar to (a/an) cranberry are juicy. 	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=16AB8CE1	implied_category-juicy-cranberry	Agree or disagree (run5_pilot-experiment3-batch1-20-20)
