quid	listNr	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
eaad6f85-b8f8-4a8b-b2e6-1d6593c4b0d4	1	``Juicy'' is one for the first things which come to mind when I hear ``bulgur' because juicy is one of the typical qualities of (a/an) bulgur'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	typical_of_concept-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
122c22ce-b764-4098-a135-94a8c967b612	1	I think it is impossible for (a/an) bulgur to be juicy.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	impossible-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
0c53fe36-93ee-402d-bf6b-8dd04c034685	1	You can find (a/an) bulgur which is juicy. Juicy is one of many possible qualities (a/an) bulgur usually has. The range of qualities is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	variability_open-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
64bbd377-cd53-43b3-ac20-095bea19520c	1	I think (a/an) bulgur can be juicy, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	rare-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
f7fd6af0-f5d1-4721-9a73-d4054119808c	1	You can find (a/an) bulgur which is juicy. Juicy is one of a few possible qualities (a/an) bulgur usually has. There is only a limited range of possible qualities.	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	variability_limited-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
5d6ffd60-2413-493a-b4b4-93f32585ed8c	1	I could say (a/an) bulgur is juicy, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	creative-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
c58bb9d4-2e30-46de-9de8-4c8d7b409698	1	``Bulgur'' is one of the first things which come to mind when I hear ``juicy' because (a/an) bulgur is a typical example of things which are juicy'. 	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	typical_of_property-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
4de45c58-f9bb-4c2f-a3f3-59e22920a955	1	Usually, (a/an) bulgur is not juicy, but there could be a highly unusual situation in which (a/an) bulgur is juicy.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	unusual-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
b90b5d1f-4164-4a2b-8b18-202f10a5913d	1	I know that (a/an) bulgur is juicy as most or all other things similar to (a/an) bulgur are juicy. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	implied_category-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
0e5979f2-f489-4d7f-ac8c-f4ee0bb5db0a	1	I know that being juicy is necessary for many things (a/an) bulgur does or is used for. 	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=58F63022	affording_activity-juicy-bulgur	Agree or disagree (run5_pilot-experiment3-batch3-70-70)
