quid	listNr	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
8b38e71a-1941-4bde-bc7d-231702c312ac	1	``Pounder'' is one of the first things which come to mind when I hear ``used_in_cooking' because (a/an) pounder is a typical example of things which are used_in_cooking'. 	``Bee'' is one of the first things which come to mind when I hear ``busy' because (a/an) bee is a typical example of things which are busy'. 	``Diamond'' is one of the first things which come to mind when I hear ``cheap' because (a/an) diamond is a typical example of things which are cheap'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	typical_of_property-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
4cc06b3b-fa13-4087-b4da-11aff20f5dc7	1	I could say (a/an) pounder is used_in_cooking, but I would most certainly not mean it literally.	"I could say (a/an) computer is dying, but I would most certainly not mean it literally.
I could say (a/an) idea is alive, but I would most certainly not mean it literally.
I could say (a/an) thought is toxic, but I would most certainly not mean it literally."	"I could say (a/an) pet is dying, but I would most certainly not mean it literally.
I could say (a/an) dog is alive, but I would most certainly not mean it literally.
I could say (a/an) substance is toxic, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	creative-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
b62701fc-6281-45ad-a7ac-645e5bc8ade1	1	I think (a/an) pounder can be used_in_cooking, but this is rare or uncommon.	I think (a/an) squirrel can be white, but this is rare or uncommon.	I think (a/an) dog can be brown, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	rare-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
90ec4aae-9a25-4b54-aee3-a15ed742fce6	1	I think it is impossible for (a/an) pounder to be used_in_cooking.	I think it is impossible for (a/an) corpse to be alive.	I think it is impossible for (a/an) movie to be educational.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	impossible-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
bfd90a56-4e5a-44fd-a594-835d57ed9786	1	I know that (a/an) pounder is used_in_cooking as most or all other things similar to (a/an) pounder are used_in_cooking. 	I know that (a/an) orange is healthy as most or all other things similar to (a/an) orange are healthy. 	I know that (a/an) strawberry is heavy as most or all other things similar to (a/an) strawberry are heavy. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	implied_category-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
a912f4fb-f770-445c-b061-0506b0bf9012	1	I know that being used_in_cooking is necessary for many things (a/an) pounder does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	affording_activity-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
8283f44f-0b92-4aa4-85b9-69bc6f8b1afc	1	``Used_in_cooking'' is one for the first things which come to mind when I hear ``pounder' because used_in_cooking is one of the typical uses of (a/an) pounder'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	typical_of_concept-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
af044bb9-50f6-46da-b9a2-e3111e6e7b51	1	You can find (a/an) pounder which is used_in_cooking. Used_in_cooking is one of many possible uses (a/an) pounder usually has. The range of uses is almost unlimited. 	You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress usually has. The range of colors is almost unlimited. 	You can find (a/an) apple which is green. Green is one of many possible colors (a/an) apple usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	variability_open-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
49985c54-f32e-4ff4-aeeb-3333cb3bca74	1	Usually, (a/an) pounder is not used_in_cooking, but there could be a highly unusual situation in which (a/an) pounder is used_in_cooking.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not white, but there could be a highly unusual situation in which (a/an) chocolate is white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	unusual-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
6caaf8a7-5fe5-4e91-9672-e83bee2fc64f	1	You can find (a/an) pounder which is used_in_cooking. Used_in_cooking is one of a few possible uses (a/an) pounder usually has. There is only a limited range of possible uses.	You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper usually has. There is only a limited range of possible colors.	You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	variability_limited-used_in_cooking-pounder	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
c86744e8-71dc-4191-ae01-d2b8d6daecfe	1	I think it is impossible for (a/an) overall to be warm.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	impossible-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
d6e82b6f-86cb-4f9b-a0b5-5054341a78d4	1	I know that being warm is necessary for many things (a/an) overall does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	affording_activity-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
c06f5007-dc6f-4ee0-8284-4eb6890eefc6	1	I think (a/an) overall can be warm, but this is rare or uncommon.	I think (a/an) cake can be spicy, but this is rare or uncommon.	I think (a/an) window can be transparent, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	rare-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
824d0d83-030c-4a39-a6c5-383e438a48cb	1	Usually, (a/an) overall is not warm, but there could be a highly unusual situation in which (a/an) overall is warm.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	unusual-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
d0fdb964-6cb9-40a7-b9dd-b07d69da2ac2	1	``Warm'' is one for the first things which come to mind when I hear ``overall' because warm is one of the typical qualities of (a/an) overall'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Bright'' is one for the first things which come to mind when I hear ``mug' because bright is one of the typical appearances of (a/an) mug'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	typical_of_concept-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
d86e0c96-295d-4190-adc9-20ab28563faa	1	You can find (a/an) overall which is warm. (A/an) overall is usually either warm or not warm. It cannot be a bit more or less warm.	You can find (a/an) substance which is liquid. (A/an) substance is usually either liquid or not liquid. It cannot be a bit more or less liquid.	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp or not sharp. It cannot be a bit more or less sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	variability_limited-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
4b5d445f-1c45-4967-8ec9-743662bfe3ab	1	I could say (a/an) overall is warm, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	creative-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
2e78c404-bd5f-436c-a472-3ca115a9ab07	1	You can find (a/an) overall which is warm. (A/an) overall is usually either warm, a bit more or less warm or the opposite of warm.	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	variability_open-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
48889093-7617-4fd6-b4d7-050b70db550f	1	``Overall'' is one of the first things which come to mind when I hear ``warm' because (a/an) overall is a typical example of things which are warm'. 	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	typical_of_property-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
444549bd-0048-4a59-a9bc-7c5d4c5683b6	1	I know that (a/an) overall is warm as most or all other things similar to (a/an) overall are warm. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	implied_category-warm-overall	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
bad671f6-f4fa-4e9d-aa3a-b8d04bcacb17	1	``Parrotfish'' is one of the first things which come to mind when I hear ``blue' because (a/an) parrotfish is a typical example of things which are blue'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	typical_of_property-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
c63d8e17-d568-4c14-8ebe-968f6515414d	1	I know that (a/an) parrotfish is blue as most or all other things similar to (a/an) parrotfish are blue. 	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	implied_category-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
1f9e5d76-a9ab-4f3a-b16a-5db0e650d976	1	I know that being blue is necessary for many things (a/an) parrotfish does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	affording_activity-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
f5af5d6a-f7ad-4579-8183-55e1133298c5	1	You can find (a/an) parrotfish which is blue. Blue is one of many possible colors (a/an) parrotfish usually has. The range of colors is almost unlimited. 	You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. 	You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	variability_open-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
6c28aa31-5942-4226-85a7-3e2a22bf2a64	1	You can find (a/an) parrotfish which is blue. Blue is one of a few possible colors (a/an) parrotfish usually has. There is only a limited range of possible colors.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	variability_limited-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
06cb58bc-183d-439a-af61-07c74955bb3c	1	Usually, (a/an) parrotfish is not blue, but there could be a highly unusual situation in which (a/an) parrotfish is blue.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	unusual-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
ab0c40ab-b5e6-446f-b810-26a0ce44abb0	1	I think (a/an) parrotfish can be blue, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	rare-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
b15af7a8-3d0f-4af7-8689-51ad5db1bb73	1	I could say (a/an) parrotfish is blue, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	creative-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
29835af8-fff1-4916-8e64-32ed70dff38e	1	``Blue'' is one for the first things which come to mind when I hear ``parrotfish' because blue is one of the typical colors of (a/an) parrotfish'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	typical_of_concept-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
0a3a3188-8724-46d5-a818-6a7bfc4bea60	1	I think it is impossible for (a/an) parrotfish to be blue.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	impossible-blue-parrotfish	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
5235a081-f3bd-4f27-a4fa-a643f8e38030	1	``Bacon'' is one of the first things which come to mind when I hear ``juicy' because (a/an) bacon is a typical example of things which are juicy'. 	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	typical_of_property-juicy-bacon	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
4e4fbc14-18b4-467d-a463-41a5134ef9ac	1	I know that (a/an) bacon is juicy as most or all other things similar to (a/an) bacon are juicy. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	implied_category-juicy-bacon	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
d2b34757-3592-48ea-a9b1-91d67ba13ed3	1	I think it is impossible for (a/an) bacon to be juicy.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	impossible-juicy-bacon	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
e2ddcaa7-7f75-4f07-8875-5c9ecfd4d82d	1	I think (a/an) bacon can be juicy, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=42393618	rare-juicy-bacon	Agree or disagree (run5_pilot-experiment3-batch4-70-70)
