quid	listNr	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
e46d0e8f-b8f6-41d8-90c1-161c8d9e5cf5	1	You can find (a/an) adz which is used_in_cooking. Used_in_cooking is one of a few possible uses (a/an) adz usually has. There is only a limited range of possible uses.	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	variability_limited-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
75790003-ab94-4ecd-971c-b59fce8f342b	1	I think (a/an) adz can be used_in_cooking, but this is rare or uncommon.	I think (a/an) squirrel can be white, but this is rare or uncommon.	I think (a/an) dog can be brown, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	rare-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
05d819a3-903a-4e0d-9ee9-00aaf139ff6c	1	``Used_in_cooking'' is one for the first things which come to mind when I hear ``adz' because used_in_cooking is one of the typical uses of (a/an) adz'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical qualities of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	typical_of_concept-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
9696916d-5e51-478a-a1ed-ca8f175a9017	1	Usually, (a/an) adz is not used_in_cooking, but there could be a highly unusual situation in which (a/an) adz is used_in_cooking.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	unusual-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
e882e321-f7c5-4692-a6e9-2a426ec80736	1	I know that (a/an) adz is used_in_cooking as most or all other things similar to (a/an) adz are used_in_cooking. 	I know that (a/an) ruby is valuable as most or all other things similar to (a/an) ruby are valuable. 	I know that (a/an) hammer is valuable as most or all other things similar to (a/an) hammer are valuable. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	implied_category-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
f5cee006-f18e-4216-8aa9-972ddedd6821	1	``Adz'' is one of the first things which come to mind when I hear ``used_in_cooking' because (a/an) adz is a typical example of things which are used_in_cooking'. 	``Pasta'' is one of the first things which come to mind when I hear ``Italian' because (a/an) pasta is a typical example of things which are Italian'. 	``Sweater'' is one of the first things which come to mind when I hear ``beautiful' because (a/an) sweater is a typical example of things which are beautiful'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	typical_of_property-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
331182b9-df6e-434e-950e-1a4bc98cfffd	1	I could say (a/an) adz is used_in_cooking, but I would most certainly not mean it literally.	"I could say (a/an) computer is dying, but I would most certainly not mean it literally.
I could say (a/an) idea is alive, but I would most certainly not mean it literally.
I could say (a/an) thought is toxic, but I would most certainly not mean it literally."	"I could say (a/an) pet is dying, but I would most certainly not mean it literally.
I could say (a/an) dog is alive, but I would most certainly not mean it literally.
I could say (a/an) substance is toxic, but I would most certainly not mean it literally."	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	creative-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
a3eb619c-af89-460c-bb09-966aeeb5b1cf	1	I think it is impossible for (a/an) adz to be used_in_cooking.	I think it is impossible for (a/an) stone to be intelligent.	I think it is impossible for (a/an) doctor to be sick.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	impossible-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
f26306a1-9006-483a-98a0-42cd60c52027	1	I know that being used_in_cooking is necessary for many things (a/an) adz does or is used for. 	I know that being waterproof is necessary for many things (a/an) raincoat does or is used for. 	I know that being pink is necessary for many things (a/an) bikini does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	affording_activity-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
36faeadf-db79-4c7a-b139-e2de560934e1	1	You can find (a/an) adz which is used_in_cooking. Used_in_cooking is one of many possible uses (a/an) adz usually has. The range of uses is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	variability_open-used_in_cooking-adz	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
120bdfc6-bd54-49ae-89cc-4a27f54e0ecc	1	``Juicy'' is one for the first things which come to mind when I hear ``cabbage' because juicy is one of the typical qualities of (a/an) cabbage'.	``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.	``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	typical_of_concept-juicy-cabbage	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
597934dd-45cd-4650-a6de-74dd61aecbed	1	You can find (a/an) cabbage which is juicy. Juicy is one of a few possible qualities (a/an) cabbage usually has. There is only a limited range of possible qualities.	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	variability_limited-juicy-cabbage	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
acf9eb7b-45ff-4b40-a08a-2d9fdbeb9b71	1	You can find (a/an) cabbage which is juicy. Juicy is one of many possible qualities (a/an) cabbage usually has. The range of qualities is almost unlimited. 	You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. 	You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	variability_open-juicy-cabbage	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
0df9b387-09dd-4f98-b996-c86fc62e9588	1	I think it is impossible for (a/an) cabbage to be juicy.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	impossible-juicy-cabbage	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
2d9a2d41-1124-4a21-b9ad-c1a74e5f019f	1	I know that being juicy is necessary for many things (a/an) cabbage does or is used for. 	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	affording_activity-juicy-cabbage	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
36adf61f-a129-4ba5-bd70-842e06d3f41e	1	Usually, (a/an) cabbage is not juicy, but there could be a highly unusual situation in which (a/an) cabbage is juicy.	Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	unusual-juicy-cabbage	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
310af5d8-bfed-47df-8673-8161c81f1642	1	``Cabbage'' is one of the first things which come to mind when I hear ``juicy' because (a/an) cabbage is a typical example of things which are juicy'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	typical_of_property-juicy-cabbage	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
2bbe6c18-2ce3-4a90-9ae0-13f82700a0e4	1	I think (a/an) cabbage can be juicy, but this is rare or uncommon.	I think (a/an) rose can be black, but this is rare or uncommon.	I think (a/an) rose can be yellow, but this is rare or uncommon.	5_pilot	1	https://app.prolific.co/submissions/complete?cc=460F6C9E	rare-juicy-cabbage	Agree or disagree (run5_pilot-experiment3-batch2-70-70)
