property,lemma,label,certainty,sources_str
used_in_cooking,sparrow,neg,certain,manually_included
used_in_cooking,canary,neg,certain,manually_included
used_in_cooking,violin,neg,certain,manually_included
used_in_cooking,hammer,neg,not_certain,wn_hypernym
used_in_cooking,shovel,neg,not_certain,wn_hypernym
used_in_cooking,plier,neg,not_certain,wn_hypernym
used_in_cooking,blade,neg,not_certain,wn_hypernym
used_in_cooking,trowel,neg,not_certain,wn_hypernym
used_in_cooking,rake,neg,not_certain,wn_hypernym
used_in_cooking,chainsaw,neg,not_certain,wn_hypernym
used_in_cooking,ripsaw,neg,not_certain,wn_hypernym
used_in_cooking,auger,neg,not_certain,wn_hypernym
used_in_cooking,pestle,neg,not_certain,wn_hypernym
used_in_cooking,screwdriver,neg,not_certain,wn_hypernym
used_in_cooking,stamper,neg,not_certain,wn_hypernym
used_in_cooking,drill,neg,not_certain,wn_hypernym
used_in_cooking,opener,neg,not_certain,wn_hypernym
used_in_cooking,jigsaw,neg,not_certain,wn_hypernym
used_in_cooking,pincer,neg,not_certain,wn_hypernym
used_in_cooking,hacksaw,neg,not_certain,wn_hypernym
used_in_cooking,toothpick,neg,not_certain,wn_hypernym
used_in_cooking,spade,neg,not_certain,wn_hypernym
used_in_cooking,pounder,neg,not_certain,wn_hypernym
used_in_cooking,hack,neg,not_certain,wn_hypernym
used_in_cooking,gutter,neg,not_certain,wn_hypernym
used_in_cooking,scraper,neg,not_certain,wn_hypernym
used_in_cooking,gavel,neg,not_certain,wn_hypernym
used_in_cooking,file,neg,not_certain,wn_hypernym
used_in_cooking,pallet,neg,not_certain,wn_hypernym
used_in_cooking,planer,neg,not_certain,wn_hypernym
used_in_cooking,rasp,neg,not_certain,wn_hypernym
used_in_cooking,comb,neg,not_certain,wn_hypernym
used_in_cooking,mallet,neg,not_certain,wn_hypernym
used_in_cooking,scoop,neg,not_certain,wn_hypernym
used_in_cooking,clincher,neg,not_certain,wn_hypernym
used_in_cooking,burr,neg,not_certain,wn_hypernym
used_in_cooking,borer,neg,not_certain,wn_hypernym
used_in_cooking,reamer,neg,not_certain,wn_hypernym
used_in_cooking,corkscrew,neg,not_certain,wn_hypernym
used_in_cooking,stamp,neg,not_certain,wn_hypernym
used_in_cooking,grappler,neg,not_certain,wn_hypernym
used_in_cooking,hayfork,neg,not_certain,wn_hypernym
used_in_cooking,mower,neg,not_certain,wn_hypernym
used_in_cooking,bevel,neg,not_certain,wn_hypernym
used_in_cooking,spanner,neg,not_certain,wn_hypernym
used_in_cooking,beetle,neg,not_certain,wn_hypernym
used_in_cooking,polisher,neg,not_certain,wn_hypernym
used_in_cooking,pitchfork,neg,not_certain,wn_hypernym
used_in_cooking,gang,neg,not_certain,wn_hypernym
used_in_cooking,stylus,neg,not_certain,wn_hypernym
used_in_cooking,router,neg,not_certain,wn_hypernym
used_in_cooking,chicken,pos,certain,cslb_crowd_pos manually_included
used_in_cooking,shrimp,pos,certain,manually_included
