label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
neg,neg_met,manually_included,certain,0.0668129237,3,False,-,discussion,discussion,46917,True,True,True,1,3,2,0.3076923076923077,0.3076923076923077,poly,non-met,abs,False,341,541,522,81f029d2-a88f-11e9-bb14-acde48001122,ac63e71c-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.0891730103,3,False,-,newspaper,newspaper,157687,True,True,True,1,5,4,0.1,0.24847494553376906,poly,non-met,abs-conc,False,576,641,292,81f029fa-a88f-11e9-b67e-acde48001122,ac6d6c88-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.1063471495,2,True,-,recorder,recorder,11384,True,True,True,3,0,4,0.36363636363636365,0.5185383308953103,poly,non-met,conc,True,,,,81f02a22-a88f-11e9-8b3d-acde48001122,ac6fc6b8-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.127213691,2,True,-,tyre,tyre,7024,True,True,True,1,0,2,0.35294117647058826,0.35294117647058826,poly,non-met,conc-n,True,,,,81f02a4a-a88f-11e9-b08b-acde48001122,ac732236-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.128752032,3,True,-,problem,problem,137495,True,True,True,2,3,3,0.2857142857142857,0.2857142857142857,poly,non-met,abs,True,360,596,367,81f02a90-a88f-11e9-b7d2-acde48001122,ac6f2b0e-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.1326249099,-,True,-,football,football,719207,True,True,True,1,0,2,0.1,0.1,poly,non-met,abs-conc,True,584,565,233,81f02ac2-a88f-11e9-aaa1-acde48001122,ac65a156-ce46-11e9-8a6e-acde48001122
neg,is_black,veale_simile,not_certain,0.1453969065,-,True,-,crypt,crypt,7106,True,True,True,0,0,1,0.8181818181818182,0.8181818181818182,mon,,conc,True,573,320,539,81f02ae2-a88f-11e9-a61a-acde48001122,ac633e34-ce46-11e9-8a6e-acde48001122
neg,is_yellow is_red,cslb mcrae,not_certain,0.1484796158,-,True,neg-is_yellow-some,bus,bus,129573,True,True,True,4,4,7,0.10526315789473684,0.33351687299055727,homonyms_only_different_pos,non-met,abs-conc,True,,,,81f02b08-a88f-11e9-a8df-acde48001122,ac61b442-ce46-11e9-8a6e-acde48001122
neg,red,conceptnet,not_certain,0.1528289926,-,True,-,jeeps,jeep,1452,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,,81f02b46-a88f-11e9-90f8-acde48001122,ac67edc6-ce46-11e9-8a6e-acde48001122
neg,is_black,mcrae,not_certain,0.1634580147,-,True,neg-is_black-some,cannon,cannon,29118,True,True,True,3,0,8,0.09090909090909091,0.31880915244885827,homonyms_only_different_pos,,abs-conc,True,604,498,,81f02b80-a88f-11e9-bb64-acde48001122,ac61d882-ce46-11e9-8a6e-acde48001122
