label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
neg,neg_met,manually_included,certain,0.0633434956,3,False,-,argument,argument,43743,True,True,True,3,7,7,0.23529411764705882,0.34703095813224083,poly,met non-met,abs,False,,,,81ed80e2-a88f-11e9-b174-acde48001122,ac6083ba-ce46-11e9-8a6e-acde48001122
neg,blue,conceptnet,not_certain,0.1018353567,3,False,-,world,world,1622378,True,True,True,4,8,9,0.1,0.29886228936427967,poly,met non-met,abs-conc-n,False,532,607,,81ed8114-a88f-11e9-9a22-acde48001122,ac741cb8-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.1149566113,2,True,-,recorder,recorder,11384,True,True,True,3,0,4,0.36363636363636365,0.5185383308953103,poly,non-met,conc,True,,,,81ed8150-a88f-11e9-9b2d-acde48001122,ac6fc6b8-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.1201571755,-,True,-,thought,think,209762,True,True,False,4,14,14,0.2,0.33651811151811123,homonyms_only_different_pos,met non-met,abs,False,274,603,347,81ed8178-a88f-11e9-b503-acde48001122,ac729172-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.1277214999,-,True,-,newspaper,newspaper,157687,True,True,True,1,5,4,0.1,0.24847494553376906,poly,non-met,abs-conc,True,576,641,292,81ed81b4-a88f-11e9-9603-acde48001122,ac6d6c88-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.1379525028,-,True,-,football,football,719207,True,True,True,1,0,2,0.1,0.1,poly,non-met,abs-conc,True,584,565,233,81ed81dc-a88f-11e9-93f6-acde48001122,ac65a156-ce46-11e9-8a6e-acde48001122
neg,is_blue,mcrae,not_certain,0.143194777,-,True,neg-is_blue-all,bluejay,bluejay,102,False,False,True,0,0,0,None,,,,-,False,,,,81ed8218-a88f-11e9-8c47-acde48001122,81ed55ae-a88f-11e9-a1f1-acde48001122
neg,is_black,veale_simile,not_certain,0.1448059419,-,True,-,crypt,crypt,7106,True,True,True,0,0,1,0.8181818181818182,0.8181818181818182,mon,,conc,True,573,320,539,81ed8240-a88f-11e9-b7a5-acde48001122,ac633e34-ce46-11e9-8a6e-acde48001122
neg,blue,conceptnet,not_certain,0.149156058,-,True,-,shy,shy,10056,True,True,False,4,4,6,0.2222222222222222,0.2222222222222222,homonyms_also_same_pos,non-met,abs,False,,,,81ed8268-a88f-11e9-a6a8-acde48001122,ac7116bc-ce46-11e9-8a6e-acde48001122
pos,is_red,veale_simile,not_certain,0.1506662666,-,True,-,indian,indian,332847,True,True,False,0,0,5,0.15384615384615385,0.3173639226270805,,non-met,abs-conc,False,622,546,,81ed829a-a88f-11e9-9757-acde48001122,ac67852a-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.1519304829,-,True,-,fear,fear,58911,True,True,True,2,10,8,0.14285714285714285,0.3991452991452992,homonyms_only_different_pos,non-met,abs,True,326,569,,81ed82c2-a88f-11e9-98b8-acde48001122,ac654648-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.1566335968,-,True,-,suit,suit,53572,True,True,True,6,11,10,0.1111111111111111,0.2847771272251591,homonyms_only_different_pos,met non-met,abs-conc,True,545,543,,81ed82e8-a88f-11e9-a642-acde48001122,ac721382-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.1570589347,-,True,-,anger,anger,20552,True,True,True,2,4,5,0.2,0.301984126984127,homonyms_only_different_pos,non-met,abs,True,315,541,,81ed831c-a88f-11e9-9a76-acde48001122,ac605002-ce46-11e9-8a6e-acde48001122
neg,is_black,veale_simile,not_certain,0.1570903787,-,True,-,rook,rook,2930,True,True,False,2,0,3,0.32,0.32,homonyms_also_same_pos,,conc,False,,,,81ed8362-a88f-11e9-88b9-acde48001122,ac704480-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.1573482839,-,True,-,tyre,tyre,7024,True,True,True,1,0,2,0.35294117647058826,0.35294117647058826,poly,non-met,conc-n,True,,,,81ed839e-a88f-11e9-9267-acde48001122,ac732236-ce46-11e9-8a6e-acde48001122
neg,black,conceptnet,not_certain,0.1584668942,-,True,-,humans,human,86390,True,True,True,1,0,4,None,,homonyms_only_different_pos,non-met,conc,True,,,,81ed8448-a88f-11e9-aedf-acde48001122,ac672f8a-ce46-11e9-8a6e-acde48001122
neg,is_green,cslb,not_certain,0.1601207089,-,True,-,cricket,cricket,121039,True,True,True,2,0,3,0.08695652173913043,0.08695652173913043,homonyms_also_same_pos,non-met,abs-conc,True,,,,81ed8470-a88f-11e9-a8fa-acde48001122,ac632a0c-ce46-11e9-8a6e-acde48001122
neg,is_black black,conceptnet veale_simile,not_certain,0.1662195969,-,True,-,night,night,326741,True,True,True,2,7,8,0.2222222222222222,0.4300797358570468,poly,non-met,abs-n,True,496,636,222,81ed84ac-a88f-11e9-8bde-acde48001122,ac6d7106-ce46-11e9-8a6e-acde48001122
neg,is_blue,veale_simile,not_certain,0.1676525951,-,True,-,jay,jay,46167,True,True,False,1,0,2,0.48,0.48,mon,,conc-n,False,,,,81ed84d4-a88f-11e9-991c-acde48001122,ac67ebbe-ce46-11e9-8a6e-acde48001122
neg,is_yellow,cslb,not_certain,0.1699019663,-,True,-,pyramid,pyramid,17132,True,True,True,2,0,7,0.125,0.1925645342312009,poly,met,abs-n,True,615,386,397,81ed84fa-a88f-11e9-9b40-acde48001122,ac6f7d5c-ce46-11e9-8a6e-acde48001122
neg,is_green,cslb,not_certain,0.1716811006,-,True,-,tank,tank,77579,True,True,True,6,9,8,0.11764705882352941,0.3673233715029381,poly,non-met,abs-conc,True,581,511,,81ed8538-a88f-11e9-8b07-acde48001122,ac725afe-ce46-11e9-8a6e-acde48001122
pos,is_yellow is_red,cslb mcrae cslb_crowd_pos,certain,0.1739231098,-,True,pos-is_yellow-some,bus,bus,129573,True,True,True,4,4,7,0.10526315789473684,0.33351687299055727,homonyms_only_different_pos,non-met,abs-conc,True,,,,81ed8562-a88f-11e9-8259-acde48001122,ac61b442-ce46-11e9-8a6e-acde48001122
neg,is_black,mcrae,not_certain,0.1763779872,-,True,neg-is_black-some,cannon,cannon,29118,True,True,True,3,0,8,0.09090909090909091,0.31880915244885827,homonyms_only_different_pos,,abs-conc,True,604,498,,81ed859c-a88f-11e9-86d7-acde48001122,ac61d882-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.176881962,-,True,-,clarinet,clarinet,9397,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,633,464,,81ed85c6-a88f-11e9-ba4b-acde48001122,ac625bb8-ce46-11e9-8a6e-acde48001122
neg,is_black,veale_simile,not_certain,0.1783547621,-,True,-,pit,pit,36018,True,True,True,7,4,14,0.1111111111111111,0.40857118709552787,homonyms_also_same_pos,non-met,abs-conc,True,593,493,314,81ed8614-a88f-11e9-b526-acde48001122,ac6ea88c-ce46-11e9-8a6e-acde48001122
neg,is_green is_blue,cslb veale_simile,not_certain,0.1785456271,-,True,-,kingfisher,kingfisher,3016,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,,,,81ed863a-a88f-11e9-a9dd-acde48001122,ac682250-ce46-11e9-8a6e-acde48001122
neg,black,conceptnet,not_certain,0.1822643006,-,True,-,tar,tar,9890,True,True,True,2,0,3,0.21052631578947367,0.21052631578947367,homonyms_only_different_pos,non-met,abs-conc,True,597,491,,81ed8664-a88f-11e9-8ed4-acde48001122,ac725ebe-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb veale_simile,not_certain,0.182350101,-,True,-,panther,panther,10500,True,True,True,1,0,3,0.8125,0.851478494623656,poly,,conc,True,,,,81ed8698-a88f-11e9-bbc6-acde48001122,ac6e1b56-ce46-11e9-8a6e-acde48001122
neg,blue,conceptnet,not_certain,0.183978751,-,True,-,ring,ring,116797,True,True,True,9,16,15,0.125,0.2695056001284375,homonyms_also_same_pos,met non-met,abs-conc,True,593,589,208,81ed86c8-a88f-11e9-af0f-acde48001122,ac702cf2-ce46-11e9-8a6e-acde48001122
neg,black,conceptnet,not_certain,0.1893451231,-,True,-,jaguars,jaguar,7180,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,,81ed86fa-a88f-11e9-844a-acde48001122,ac67e70e-ce46-11e9-8a6e-acde48001122
neg,black,conceptnet,not_certain,0.1894319749,-,True,-,leopards,leopard,3688,True,True,True,1,0,2,0.16,0.16,mon,,abs-conc,True,,,,81ed8722-a88f-11e9-a998-acde48001122,ac6c0ca8-ce46-11e9-8a6e-acde48001122
neg,is_green,cslb,not_certain,0.1935282268,-,True,-,parka,parka,1051,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,,,,81ed874a-a88f-11e9-9bca-acde48001122,ac6e295c-ce46-11e9-8a6e-acde48001122
neg,is_yellow is_black,cslb,not_certain,0.1979302865,-,True,-,taxi,taxi,18419,True,True,True,2,0,3,0.25,0.25,homonyms_only_different_pos,non-met,conc,True,,,,81ed877a-a88f-11e9-aae9-acde48001122,ac72658a-ce46-11e9-8a6e-acde48001122
neg,is_black,veale_simile,not_certain,0.2000638094,-,True,-,nightmare,nightmare,9318,True,True,True,2,0,2,0.2222222222222222,0.2222222222222222,poly,met non-met,abs,True,,,,81ed87ae-a88f-11e9-9a4c-acde48001122,ac6d7354-ce46-11e9-8a6e-acde48001122
neg,is_yellow,veale_simile,not_certain,0.2007963903,-,True,-,sun,sun,141986,True,True,True,3,0,7,0.09523809523809523,0.27746996725324896,homonyms_only_different_pos,met non-met,abs-conc-n,True,617,635,181,81ed87cc-a88f-11e9-b5aa-acde48001122,ac72183c-ce46-11e9-8a6e-acde48001122
neg,is_black,veale_simile,not_certain,0.2009660576,-,True,-,miner,miner,7798,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,551,521,,81ed8808-a88f-11e9-9aa4-acde48001122,ac6ce74a-ce46-11e9-8a6e-acde48001122
pos,is_red,cslb,not_certain,0.2011912199,-,True,-,robin,robin,49512,True,True,True,1,0,2,0.9285714285714286,0.9285714285714286,poly,non-met,conc,True,637,487,233,81ed8830-a88f-11e9-853d-acde48001122,ac703904-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.2013854826,-,True,-,wand,wand,2909,True,True,True,1,0,4,0.1111111111111111,0.3416666666666666,mon,,abs-conc,True,570,381,272,81ed886c-a88f-11e9-a7ca-acde48001122,ac73b6e2-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.2016265723,-,True,-,cloak,cloak,4920,True,True,True,1,6,5,0.25,0.38182773109243695,homonyms_only_different_pos,non-met,conc,True,543,423,,81ed8894-a88f-11e9-b456-acde48001122,ac626aa4-ce46-11e9-8a6e-acde48001122
pos,is_red,cslb veale_simile,not_certain,0.2057073069,-,True,-,fox,fox,107080,True,True,True,3,3,10,0.09090909090909091,0.33062199099527473,homonyms_only_different_pos,,abs-conc-n,True,605,501,283,81ed88ba-a88f-11e9-a605-acde48001122,ac65bf4c-ce46-11e9-8a6e-acde48001122
neg,green,conceptnet,not_certain,0.2064529536,-,True,-,leafs,leafs,8730,True,True,True,0,0,6,0.25,0.28571428571428575,,,abs-conc,True,,,,81ed88ee-a88f-11e9-a1dd-acde48001122,81ed6f62-a88f-11e9-aa11-acde48001122
neg,is_yellow,veale_simile,not_certain,0.2064671477,-,True,-,sunbeam,sunbeam,1958,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,,81ed891e-a88f-11e9-a208-acde48001122,ac721922-ce46-11e9-8a6e-acde48001122
neg,is_green,cslb,not_certain,0.2067234371,-,True,-,hose,hose,4659,True,True,True,2,0,4,0.5263157894736842,0.6175438596491228,homonyms_also_same_pos,,conc,True,596,449,314,81ed893e-a88f-11e9-a99e-acde48001122,ac671c7a-ce46-11e9-8a6e-acde48001122
neg,is_black is_blue,cslb,not_certain,0.2070766629,-,True,-,jeans,jean,6584,True,True,True,1,0,2,0.5882352941176471,0.5882352941176471,,non-met,conc,True,,,,81ed897a-a88f-11e9-ba73-acde48001122,ac67ed3a-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.2075565482,-,True,-,piano,piano,93430,True,True,True,1,0,4,0.11764705882352941,0.11764705882352941,homonyms_only_different_pos,non-met,abs-conc,True,615,545,253,81ed89a2-a88f-11e9-89d6-acde48001122,ac6e8c1c-ce46-11e9-8a6e-acde48001122
neg,is_blue,veale_simile,not_certain,0.2104798603,-,True,-,lagoon,lagoon,12591,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,,81ed89de-a88f-11e9-b664-acde48001122,ac683984-ce46-11e9-8a6e-acde48001122
neg,is_green,cslb,not_certain,0.2113486221,-,True,-,moss,moss,19891,True,True,True,0,0,1,1.0,1.0,poly,,conc,True,575,436,,81ed8a06-a88f-11e9-b3f7-acde48001122,ac6d1de6-ce46-11e9-8a6e-acde48001122
pos,is_red,cslb,not_certain,0.2118124683,-,True,-,heart,heart,185139,True,True,True,3,12,10,0.11764705882352941,0.2462958699749205,poly,met non-met,abs-conc,True,605,578,281,81ed8a2e-a88f-11e9-8791-acde48001122,ac66cd38-ce46-11e9-8a6e-acde48001122
neg,is_black,veale_simile,not_certain,0.21223706,-,True,-,blackboard,blackboard,1243,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,,81ed8a62-a88f-11e9-94c4-acde48001122,ac61390e-ce46-11e9-8a6e-acde48001122
neg,blue,conceptnet,not_certain,0.212840141,-,True,-,diamond,diamond,49117,True,True,True,3,0,6,0.1,0.27171310629514966,poly,,abs-conc,True,610,512,339,81ed8a92-a88f-11e9-9312-acde48001122,ac63c0b6-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb veale_simile,not_certain,0.2129039789,-,True,-,raven,raven,11726,True,True,True,1,0,5,0.2222222222222222,0.2943121693121693,poly,,conc,True,,,,81ed8aba-a88f-11e9-b3c4-acde48001122,ac6fad54-ce46-11e9-8a6e-acde48001122
pos,is_red,mcrae,not_certain,0.2133486857,-,True,pos-is_red-some,ambulance,ambulance,15418,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,595,499,,81ed8b0a-a88f-11e9-bc90-acde48001122,ac6040f8-ce46-11e9-8a6e-acde48001122
