label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
neg,cold,conceptnet,not_certain,0.0917911532,3,False,-,canada,canada,371010,True,True,False,0,0,1,1.0,1.0,,non-met,n,False,,638,,81ed0cc0-a88f-11e9-9ed3-acde48001122,ac61d38c-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1092957826,2,True,-,people,people,1124171,True,True,True,3,7,6,0.2222222222222222,0.550976800976801,homonyms_only_different_pos,non-met,abs,True,540,628,281,81ed0d06-a88f-11e9-b7cf-acde48001122,ac6e5aa8-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1323967942,-,True,-,bob,bob,103826,True,True,False,8,8,12,0.1,0.24165591418912105,homonyms_also_same_pos,non-met,abs-conc,False,,,,81ed0d2e-a88f-11e9-883c-acde48001122,ac615506-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.154027312,-,True,-,problem,problem,137495,True,True,True,2,3,3,0.2857142857142857,0.2857142857142857,poly,non-met,abs,True,360,596,367,81ed0d68-a88f-11e9-932b-acde48001122,ac6f2b0e-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.1629470612,-,True,-,thought,think,209762,True,True,False,4,14,14,0.2,0.33651811151811123,homonyms_only_different_pos,met non-met,abs,False,274,603,347,81ed0d92-a88f-11e9-9702-acde48001122,ac729172-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1754538623,-,True,-,alaska,alaska,44672,True,True,False,0,0,1,1.0,1.0,,non-met,n,False,,,,81ed0dba-a88f-11e9-a4d9-acde48001122,ac602b68-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.184559048,-,True,-,space,space,322609,True,True,True,4,9,10,0.125,0.3778448403448404,homonyms_only_different_pos,met non-met,abs-conc,True,381,576,319,81ed0dec-a88f-11e9-b507-acde48001122,ac718ca0-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1850230625,-,True,-,toes,toe,5979,True,True,True,4,0,9,0.18181818181818182,0.32662441724941726,homonyms_only_different_pos,non-met,conc,True,,,,81ed0e1e-a88f-11e9-97c3-acde48001122,ac72b8d2-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1895070935,-,True,-,noses,nose,1741,True,True,True,4,8,14,0.10526315789473684,0.2461568725032617,homonyms_only_different_pos,met non-met,abs-conc,True,,,,81ed0e3a-a88f-11e9-a296-acde48001122,ac6d89fc-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.2056323843,-,True,-,river,river,810697,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,585,565,,81ed0e78-a88f-11e9-a4c9-acde48001122,ac70336e-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.2078351414,-,True,-,winter,winter,174503,True,True,True,0,1,2,None,,homonyms_only_different_pos,non-met,abs,True,499,615,236,81ed0e9e-a88f-11e9-8c3e-acde48001122,ac740656-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.2101217559,-,True,-,argument,argument,43743,True,True,True,3,7,7,0.23529411764705882,0.34703095813224083,poly,met non-met,abs,True,,,,81ed0ed2-a88f-11e9-946b-acde48001122,ac6083ba-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.2216247615,-,True,-,puzzle,puzzle,13342,True,True,True,2,3,4,0.1111111111111111,0.18055555555555555,homonyms_only_different_pos,,abs-conc,True,449,486,320,81ed0f06-a88f-11e9-bbb8-acde48001122,ac6f7320-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.2294258792,-,True,-,happiness,happiness,17035,True,True,True,0,0,2,0.7142857142857143,0.7142857142857143,mon,,abs,True,295,581,333,81ed0f22-a88f-11e9-9cb5-acde48001122,ac66aa92-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.2382226739,-,True,-,vinyl,vinyl,29592,True,True,True,2,0,2,0.3333333333333333,0.3333333333333333,mon,non-met,conc,True,,,,81ed0f5e-a88f-11e9-9d9f-acde48001122,ac739798-ce46-11e9-8a6e-acde48001122
neg,neg,manually_included,certain,0.242080788,-,True,-,table,table,113840,True,True,True,3,5,8,0.13333333333333333,0.26176111470229113,homonyms_only_different_pos,non-met,abs-conc,True,604,599,,81ed0fa4-a88f-11e9-a5f4-acde48001122,ac724d0c-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.2425027569,-,True,-,outfit,outfit,13683,True,True,True,2,0,4,0.125,0.26851851851851855,homonyms_only_different_pos,non-met,abs-conc,True,515,489,417,81ed0fcc-a88f-11e9-8a08-acde48001122,ac6de834-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.2677695218,-,True,-,moon,moon,75421,True,True,True,3,0,9,0.1111111111111111,0.3189659512027933,poly,non-met,abs-conc-n,True,581,585,,81ed0ffe-a88f-11e9-8399-acde48001122,ac6d13aa-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.2683021382,-,True,-,anger,anger,20552,True,True,True,2,4,5,0.2,0.301984126984127,homonyms_only_different_pos,non-met,abs,True,315,541,,81ed1030-a88f-11e9-8628-acde48001122,ac605002-ce46-11e9-8a6e-acde48001122
pos,hot,conceptnet,not_certain,0.2751709587,-,True,-,cindy,cindy,7206,False,False,True,0,0,0,None,,,,-,False,,,,81ed1062-a88f-11e9-af1b-acde48001122,81ecf9f6-a88f-11e9-af79-acde48001122
neg,cold,conceptnet,not_certain,0.2849239537,-,True,-,icicles,icicle,233,True,True,True,0,0,1,1.0,1.0,mon,,conc,True,,,,81ed108a-a88f-11e9-8420-acde48001122,ac6748bc-ce46-11e9-8a6e-acde48001122
pos,hot,conceptnet,not_certain,0.2910641904,-,True,-,jungles,jungle,2128,True,True,True,1,0,3,0.16666666666666666,0.25396825396825395,poly,non-met,abs-conc,True,,,,81ed10b4-a88f-11e9-ba6b-acde48001122,ac6802fc-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.2953767603,-,True,-,tile,tile,9920,True,True,True,1,0,4,0.5555555555555556,0.5787037037037037,homonyms_only_different_pos,,conc,True,,,,81ed10ee-a88f-11e9-9e17-acde48001122,ac72a996-ce46-11e9-8a6e-acde48001122
neg,is_cold,mcrae,not_certain,0.2999759125,-,True,neg-is_cold-most,basement,basement,26654,True,True,True,2,0,2,0.7058823529411765,0.7058823529411765,mon,,conc,True,585,522,,81ed1118-a88f-11e9-a3a1-acde48001122,ac60eefe-ce46-11e9-8a6e-acde48001122
pos,hot,conceptnet,not_certain,0.302233105,-,True,-,venus,venus,17226,True,True,False,0,0,3,0.10526315789473684,0.14837747964682949,,non-met,abs-n,False,,,,81ed1134-a88f-11e9-ac82-acde48001122,ac738500-ce46-11e9-8a6e-acde48001122
pos,hot,conceptnet,not_certain,0.3083180731,-,True,-,summertime,summertime,2838,True,True,True,0,0,1,1.0,1.0,mon,,abs,True,,,,81ed1170-a88f-11e9-bfbf-acde48001122,ac72174c-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.3088815748,-,True,-,bikini,bikini,4285,True,True,True,1,0,2,0.3,0.3,mon,,conc-n,True,,,,81ed1198-a88f-11e9-8776-acde48001122,ac6128a6-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.3120209681,-,True,-,ice,ice,172988,True,True,True,4,3,11,0.18181818181818182,0.34117859189005834,homonyms_only_different_pos,non-met,conc,True,621,564,261,81ed11f4-a88f-11e9-ad1f-acde48001122,ac67459c-ce46-11e9-8a6e-acde48001122
neg,is_cold,cslb,not_certain,0.3454337125,-,True,-,lemonade,lemonade,1602,True,True,True,0,0,1,1.0,1.0,poly,non-met,abs,True,615,522,,81ed121a-a88f-11e9-9f8c-acde48001122,ac6c0a8c-ce46-11e9-8a6e-acde48001122
pos,is_hot,cslb,not_certain,0.347314228,-,True,-,bath,bath,34659,True,True,True,2,0,7,0.1,0.2699621603027176,homonyms_only_different_pos,non-met,abs-conc-n,True,600,599,172,81ed1242-a88f-11e9-8137-acde48001122,ac60f2be-ce46-11e9-8a6e-acde48001122
pos,hot,conceptnet,not_certain,0.3521782163,-,True,-,lightning,lightning,25437,True,True,True,1,0,2,0.625,0.625,poly,non-met,abs,True,525,465,331,81ed1274-a88f-11e9-be06-acde48001122,ac6c22ec-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.3539392564,-,True,-,water,water,586090,True,True,True,6,12,10,0.18181818181818182,0.349777490025168,homonyms_only_different_pos,non-met,abs-conc,True,616,641,153,81ed129c-a88f-11e9-96f0-acde48001122,ac73c646-ce46-11e9-8a6e-acde48001122
neg,is_cold,cslb,not_certain,0.3613596041,-,True,-,beer,beer,40202,True,True,True,0,1,1,1.0,1.0,poly,non-met,abs,True,587,604,,81ed12c6-a88f-11e9-9933-acde48001122,ac610aa6-ce46-11e9-8a6e-acde48001122
neg,is_cold,cslb,not_certain,0.3674442759,-,True,-,fridge,fridge,976,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,True,,,,81ed1300-a88f-11e9-b0c5-acde48001122,ac65d1b2-ce46-11e9-8a6e-acde48001122
pos,hot,conceptnet,not_certain,0.3759058779,-,True,-,lava,lava,15425,True,True,True,0,0,1,1.0,1.0,poly,,abs,True,,,,81ed1328-a88f-11e9-968d-acde48001122,ac6bf2a4-ce46-11e9-8a6e-acde48001122
