label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
pos,round square,conceptnet,not_certain,0.1697548875,1,True,-,world,world,1622378,True,True,True,4,8,9,0.1,0.29886228936427967,poly,met non-met,abs-conc-n,True,532,607,,81f171ac-a88f-11e9-b768-acde48001122,ac741cb8-ce46-11e9-8a6e-acde48001122
pos,is_round,mcrae,not_certain,0.223025419,-,True,pos-is_round-all,baton,baton,12610,True,True,True,1,0,5,0.7368421052631579,0.766549707602339,poly,,conc,True,570,424,,81f171d4-a88f-11e9-a452-acde48001122,ac60f55c-ce46-11e9-8a6e-acde48001122
pos,pos,manually_included,certain,0.2234889518,-,True,-,pen,pen,27842,True,True,True,4,0,6,0.3333333333333333,0.5124242424242424,homonyms_also_same_pos,non-met,conc,True,571,554,,81f171fa-a88f-11e9-98f5-acde48001122,ac6e53fa-ce46-11e9-8a6e-acde48001122
pos,round,conceptnet,not_certain,0.2531235263,-,True,-,football,football,719207,True,True,True,1,0,2,0.1,0.1,poly,non-met,abs-conc,True,584,565,233,81f17224-a88f-11e9-bb84-acde48001122,ac65a156-ce46-11e9-8a6e-acde48001122
pos,round,conceptnet,not_certain,0.2712432084,-,True,-,globe,globe,42074,True,True,True,2,0,3,0.125,0.25595238095238093,poly,non-met,abs-conc-n,True,535,477,364,81f17242-a88f-11e9-8d59-acde48001122,ac66390e-ce46-11e9-8a6e-acde48001122
neg,square,conceptnet,not_certain,0.2752380912,-,True,-,bedrooms,bedroom,5365,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,,,,81f17268-a88f-11e9-addc-acde48001122,ac61081c-ce46-11e9-8a6e-acde48001122
pos,round,conceptnet,not_certain,0.2789809045,-,True,-,rooms,room,77410,True,True,True,2,5,5,0.125,0.2297910422910423,homonyms_only_different_pos,met non-met,abs-conc,True,,,,81f172a6-a88f-11e9-9d33-acde48001122,ac7044ee-ce46-11e9-8a6e-acde48001122
pos,round,conceptnet,not_certain,0.2824723115,-,True,-,planets,planet,23876,True,True,True,1,0,3,0.5,0.6190476190476191,mon,non-met,conc,True,,,,81f172cc-a88f-11e9-a08c-acde48001122,ac6eb0a2-ce46-11e9-8a6e-acde48001122
pos,round,conceptnet,not_certain,0.2828903373,-,True,-,cds,cds,16324,True,True,True,0,0,4,0.10526315789473684,0.20887205759496777,,,abs-conc,True,,,,81f172f6-a88f-11e9-a671-acde48001122,81f15cee-a88f-11e9-9bf0-acde48001122
neg,square,conceptnet,not_certain,0.2829959041,-,True,-,dressers,dresser,458,True,True,True,3,0,5,0.4,0.5731406948744411,homonyms_also_same_pos,non-met,conc,True,,,,81f17334-a88f-11e9-874f-acde48001122,ac64612e-ce46-11e9-8a6e-acde48001122
pos,round,conceptnet,not_certain,0.2855872741,-,True,-,circle,circle,75249,True,True,True,3,11,11,0.1,0.21688155519924215,homonyms_only_different_pos,met non-met,abs-conc,True,515,581,214,81f1735a-a88f-11e9-80ce-acde48001122,ac625082-ce46-11e9-8a6e-acde48001122
pos,round,conceptnet,not_certain,0.2907581061,-,True,-,circles,circle,27366,True,True,True,3,11,11,0.1,0.21688155519924215,homonyms_only_different_pos,met non-met,abs-conc,True,,,,81f17398-a88f-11e9-b124-acde48001122,ac625082-ce46-11e9-8a6e-acde48001122
