label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
neg,cool,conceptnet,not_certain,0.0866851518,3,False,-,codes,code,30374,True,True,True,4,7,5,0.2,0.5976190476190476,homonyms_only_different_pos,met,abs,False,,,,81ecad98-a88f-11e9-91b4-acde48001122,ac6281ba-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.0912140173,3,False,-,canada,canada,371010,True,True,False,0,0,1,1.0,1.0,,non-met,n,False,,638,,81ecae62-a88f-11e9-bb51-acde48001122,ac61d38c-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.103700433,3,False,-,alaska,alaska,44672,True,True,False,0,0,1,1.0,1.0,,non-met,n,False,,,,81ecaef6-a88f-11e9-8eaf-acde48001122,ac602b68-ce46-11e9-8a6e-acde48001122
neg,cool,conceptnet,not_certain,0.1077590211,2,True,-,forests,forest,60810,True,True,True,1,0,3,0.5,0.5,poly,non-met,abs,True,,,,81ecaf78-a88f-11e9-9bc8-acde48001122,ac65ae62-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1126147456,2,True,-,people,people,1124171,True,True,True,3,7,6,0.2222222222222222,0.550976800976801,homonyms_only_different_pos,non-met,abs,True,540,628,281,81ecafc8-a88f-11e9-89f5-acde48001122,ac6e5aa8-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1181489073,-,True,-,space,space,322609,True,True,True,4,9,10,0.125,0.3778448403448404,homonyms_only_different_pos,met non-met,abs-conc,True,381,576,319,81ecb02c-a88f-11e9-b71c-acde48001122,ac718ca0-ce46-11e9-8a6e-acde48001122
neg,cool,conceptnet,not_certain,0.1222971877,-,True,-,mit,mit,18926,True,True,False,0,0,1,1.0,1.0,,,n,False,,,,81ecb07a-a88f-11e9-abf3-acde48001122,81ec961e-a88f-11e9-9c10-acde48001122
neg,neg_met,manually_included,certain,0.1309637277,-,True,-,thought,think,209762,True,True,False,4,14,14,0.2,0.33651811151811123,homonyms_only_different_pos,met non-met,abs,False,274,603,347,81ecb0b8-a88f-11e9-9d97-acde48001122,ac729172-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.1333148636,-,True,-,argument,argument,43743,True,True,True,3,7,7,0.23529411764705882,0.34703095813224083,poly,met non-met,abs,True,,,,81ecb126-a88f-11e9-bc05-acde48001122,ac6083ba-ce46-11e9-8a6e-acde48001122
neg,cold cool,conceptnet,not_certain,0.1358510209,-,True,-,river,river,810697,True,True,True,0,0,1,1.0,1.0,poly,non-met,conc,True,585,565,,81ecb19e-a88f-11e9-8c9d-acde48001122,ac70336e-ce46-11e9-8a6e-acde48001122
neg,cool,conceptnet,not_certain,0.1431292172,-,True,-,dragons,dragon,28861,True,True,True,2,0,4,0.07692307692307693,0.2604861025913658,poly,met,abs-conc-n,True,,,,81ecb1e4-a88f-11e9-b3b0-acde48001122,ac6448ec-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1533681929,-,True,-,bob,bob,103826,True,True,False,8,8,12,0.1,0.24165591418912105,homonyms_also_same_pos,non-met,abs-conc,False,,,,81ecb252-a88f-11e9-b806-acde48001122,ac615506-ce46-11e9-8a6e-acde48001122
neg,cool,conceptnet,not_certain,0.1566164028,-,True,-,mozilla,mozilla,2928,False,False,False,0,0,0,None,,,,-,False,,,,81ecb2a2-a88f-11e9-a101-acde48001122,81ec9e8c-a88f-11e9-83a2-acde48001122
neg,neg_met,manually_included,certain,0.1771254495,-,True,-,idea,idea,159752,True,True,True,3,7,5,0.23529411764705882,0.45187800761330177,poly,non-met,abs,True,259,585,,81ecb2fa-a88f-11e9-af32-acde48001122,ac674984-ce46-11e9-8a6e-acde48001122
neg,cool,conceptnet,not_certain,0.1840483103,-,True,-,telephones,telephone,4235,True,True,True,1,4,3,0.6666666666666666,0.6666666666666666,homonyms_only_different_pos,non-met,conc,True,,,,81ecb388-a88f-11e9-bd01-acde48001122,ac7272dc-ce46-11e9-8a6e-acde48001122
neg,cold,conceptnet,not_certain,0.1976570204,-,True,-,winter,winter,174503,True,True,True,0,1,2,None,,homonyms_only_different_pos,non-met,abs,True,499,615,236,81ecb3cc-a88f-11e9-9938-acde48001122,ac740656-ce46-11e9-8a6e-acde48001122
neg,cold cool cold cool,conceptnet manually_included,certain,0.1977586882,-,True,-,ice,ice,172988,True,True,True,4,3,11,0.18181818181818182,0.34117859189005834,homonyms_only_different_pos,non-met,conc,True,621,564,261,81ecb428-a88f-11e9-9500-acde48001122,ac67459c-ce46-11e9-8a6e-acde48001122
neg,is_cold,mcrae,not_certain,0.1993785622,-,True,neg-is_cold-most,basement,basement,26654,True,True,True,2,0,2,0.7058823529411765,0.7058823529411765,mon,,conc,True,585,522,,81ecb482-a88f-11e9-a629-acde48001122,ac60eefe-ce46-11e9-8a6e-acde48001122
