label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
neg,neg_met,manually_included,certain,0.0274441966,3,False,-,debate,debate,68676,True,True,True,2,6,6,0.25,0.5988749345892204,homonyms_only_different_pos,non-met,abs,False,375,459,564,81ef8590-a88f-11e9-89c2-acde48001122,ac637656-ce46-11e9-8a6e-acde48001122
pos/neg,fruit,wn_hypernym,not_certain,0.0537263683,3,False,-,key,key,195999,True,True,False,13,6,21,0.1,0.23732294776311444,homonyms_also_same_pos,non-met,abs-conc-n,False,612,603,,81ef85b8-a88f-11e9-aa19-acde48001122,ac680fcc-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.058075247,3,False,-,argument,argument,43743,True,True,True,3,7,7,0.23529411764705882,0.34703095813224083,poly,met non-met,abs,False,,,,81ef85e2-a88f-11e9-87b0-acde48001122,ac6083ba-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.0958573928,3,False,-,hatred,hatred,11277,True,True,True,0,0,1,1.0,1.0,mon,,abs,False,239,544,,81ef8608-a88f-11e9-8d33-acde48001122,ac66b96a-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.0967068701,3,False,-,problem,problem,137495,True,True,True,2,3,3,0.2857142857142857,0.2857142857142857,poly,non-met,abs,False,360,596,367,81ef8626-a88f-11e9-a859-acde48001122,ac6f2b0e-ce46-11e9-8a6e-acde48001122
pos/neg,vegetable,wn_hypernym,not_certain,0.1028780258,2,True,-,edda,edda,2299,True,True,True,0,0,2,0.1111111111111111,0.1111111111111111,,,abs-conc,True,,,,81ef866c-a88f-11e9-ad33-acde48001122,81ef6aba-a88f-11e9-82e8-acde48001122
pos/neg,fruit,wn_hypernym,not_certain,0.1036465721,2,True,-,bartlett,bartlett,7014,True,True,False,0,0,3,0.34782608695652173,0.4429261559696342,,,conc-n,False,,,,81ef86a8-a88f-11e9-88f9-acde48001122,81ef7b9a-a88f-11e9-9ab7-acde48001122
pos,sweet,conceptnet,not_certain,0.1041379135,-,True,-,most,most,1834756,True,False,False,3,0,5,None,,homonyms_only_different_pos,non-met,-,False,321,560,,81ef86d0-a88f-11e9-a5fa-acde48001122,ac6d1e40-ce46-11e9-8a6e-acde48001122
pos/neg,fruit,wn_hypernym,not_certain,0.1050307791,-,True,-,marang,marang,134,True,True,True,0,0,2,0.3333333333333333,0.3333333333333333,,,conc,True,,,,81ef86f8-a88f-11e9-becb-acde48001122,81ef72ba-a88f-11e9-affa-acde48001122
pos/neg,fruit,wn_hypernym,not_certain,0.1052793478,-,True,-,emperor,emperor,154936,True,True,True,2,0,4,0.2962962962962963,0.4543554942105667,mon,,conc,True,527,379,440,81ef8728-a88f-11e9-8c9d-acde48001122,ac64c7ea-ce46-11e9-8a6e-acde48001122
pos/neg,vegetable,wn_hypernym,not_certain,0.1118573319,-,True,-,pulse,pulse,16104,True,True,True,5,4,7,0.11764705882352941,0.30248988484282596,homonyms_also_same_pos,met,abs-conc,True,,,,81ef8752-a88f-11e9-a584-acde48001122,ac6f5f52-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.1156494131,-,True,-,gesture,gesture,9050,True,True,True,1,3,4,0.2857142857142857,0.3904761904761904,homonyms_only_different_pos,non-met,abs,True,403,477,494,81ef877a-a88f-11e9-8f7e-acde48001122,ac661744-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.1161693667,-,True,-,thought,think,209762,True,True,False,4,14,14,0.2,0.33651811151811123,homonyms_only_different_pos,met non-met,abs,False,274,603,347,81ef87b6-a88f-11e9-9b41-acde48001122,ac729172-ce46-11e9-8a6e-acde48001122
pos/neg,vegetable,wn_hypernym,not_certain,0.1184087498,-,True,-,cole,cole,41060,True,True,False,1,0,2,0.19047619047619047,0.19047619047619047,,,conc,False,,,,81ef87de-a88f-11e9-bd19-acde48001122,81ef60a6-a88f-11e9-9d25-acde48001122
pos/neg,fruit,wn_hypernym,not_certain,0.120298819,-,True,-,samara,samara,2339,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,,81ef8810-a88f-11e9-bc03-acde48001122,81ef693e-a88f-11e9-8262-acde48001122
pos/neg,vegetable,wn_hypernym,not_certain,0.1220233588,-,True,-,murphy,murphy,36320,True,True,False,0,0,1,1.0,1.0,mon,,conc,False,,,,81ef8838-a88f-11e9-a366-acde48001122,ac6d3740-ce46-11e9-8a6e-acde48001122
pos/neg,fruit,wn_hypernym,not_certain,0.125392759,-,True,-,mast,mast,11632,True,True,True,2,0,4,0.21052631578947367,0.37277466056574954,homonyms_also_same_pos,met,conc,True,576,427,392,81ef8862-a88f-11e9-a820-acde48001122,ac6ca410-ce46-11e9-8a6e-acde48001122
pos/neg,vegetable,wn_hypernym,not_certain,0.1326821651,-,True,-,dahl,dahl,4282,True,True,False,0,0,2,0.19047619047619047,0.19047619047619047,,non-met,conc,False,,,,81ef8892-a88f-11e9-aa12-acde48001122,ac635a4a-ce46-11e9-8a6e-acde48001122
