label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
neg,neg_met,manually_included,certain,0.05082575,3,False,-,debate,debate,68676,True,True,True,2,6,6,0.25,0.5988749345892204,homonyms_only_different_pos,non-met,abs,False,375,459,564,81ee8d1e-a88f-11e9-99b0-acde48001122,ac637656-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.058347357,3,False,-,discussion,discussion,46917,True,True,True,1,3,2,0.3076923076923077,0.3076923076923077,poly,non-met,abs,False,341,541,522,81ee8d48-a88f-11e9-94f2-acde48001122,ac63e71c-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.0648904035,3,False,-,government,government,952256,True,True,True,2,8,4,0.23529411764705882,0.32000036856848,poly,non-met,abs,False,426,594,453,81ee8d70-a88f-11e9-a508-acde48001122,ac665718-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.0722887829,2,True,-,argument,argument,43743,True,True,True,3,7,7,0.23529411764705882,0.34703095813224083,poly,met non-met,abs,True,,,,81ee8d8c-a88f-11e9-a7f2-acde48001122,ac6083ba-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.0770269687,2,True,-,policy,policy,208435,True,True,True,2,4,3,0.21052631578947367,0.28460038986354774,homonyms_also_same_pos,non-met,abs,True,,,,81ee8dd4-a88f-11e9-8e3e-acde48001122,ac6ed0a0-ce46-11e9-8a6e-acde48001122
neg,blue,conceptnet,not_certain,0.0949710885,-,True,-,world,world,1622378,True,True,True,4,8,9,0.1,0.29886228936427967,poly,met non-met,abs-conc-n,True,532,607,,81ee8dfa-a88f-11e9-be9f-acde48001122,ac741cb8-ce46-11e9-8a6e-acde48001122
neg,neg_met,manually_included,certain,0.1001899127,-,True,-,problem,problem,137495,True,True,True,2,3,3,0.2857142857142857,0.2857142857142857,poly,non-met,abs,True,360,596,367,81ee8e24-a88f-11e9-8a7f-acde48001122,ac6f2b0e-ce46-11e9-8a6e-acde48001122
pos,pos_met,manually_included,certain,0.1158634973,-,True,-,agenda,agenda,18493,True,True,True,1,0,2,0.25,0.25,mon,met non-met,abs,True,,,,81ee8e74-a88f-11e9-aa99-acde48001122,ac601b46-ce46-11e9-8a6e-acde48001122
neg,is_black,veale_simile,not_certain,0.1219082832,-,True,-,crypt,crypt,7106,True,True,True,0,0,1,0.8181818181818182,0.8181818181818182,mon,,conc,True,573,320,539,81ee8e9c-a88f-11e9-a0f1-acde48001122,ac633e34-ce46-11e9-8a6e-acde48001122
neg,is_black,cslb,not_certain,0.1234388365,-,True,-,newspaper,newspaper,157687,True,True,True,1,5,4,0.1,0.24847494553376906,poly,non-met,abs-conc,True,576,641,292,81ee8ec6-a88f-11e9-b732-acde48001122,ac6d6c88-ce46-11e9-8a6e-acde48001122
