property,lemma,label,certainty,sources_str
dangerous,fork,neg,certain,wn_hypernym manually_included
dangerous,stamper,neg,not_certain,wn_hypernym
dangerous,cure,neg,not_certain,wn_hypernym
dangerous,mop,neg,certain,cslb_crowd_neg
dangerous,ciprofloxacin,neg,not_certain,wn_hypernym
dangerous,nitrazepam,neg,not_certain,wn_hypernym
dangerous,blender,neg,certain,cslb cslb_crowd_neg
dangerous,isoniazid,neg,not_certain,wn_hypernym
dangerous,mattock,neg,not_certain,wn_hypernym
dangerous,hack,neg,not_certain,wn_hypernym
dangerous,mandrill,neg,certain,cslb_crowd_neg
dangerous,slice,neg,not_certain,wn_hypernym
dangerous,penicillin,neg,not_certain,wn_hypernym
dangerous,unction,neg,not_certain,wn_hypernym
dangerous,radiopharmaceutical,neg,not_certain,wn_hypernym
dangerous,aspirin,neg,not_certain,wn_hypernym
dangerous,mallet,neg,not_certain,wn_hypernym
dangerous,adze,neg,not_certain,wn_hypernym
dangerous,bolo,neg,not_certain,wn_hypernym
dangerous,jack,neg,not_certain,wn_hypernym
dangerous,rabbit,neg,certain,cslb_crowd_neg
dangerous,iodine,neg,not_certain,wn_hypernym
dangerous,laxative,neg,not_certain,wn_hypernym
dangerous,soup,neg,certain,cslb_crowd_neg
dangerous,starter,neg,not_certain,wn_hypernym
dangerous,gutter,neg,not_certain,wn_hypernym
dangerous,gang,neg,not_certain,wn_hypernym
dangerous,clipper,neg,not_certain,wn_hypernym
dangerous,sulfonamide,neg,not_certain,wn_hypernym
dangerous,toad,neg,certain,cslb_crowd_neg
dangerous,tap,neg,not_certain,wn_hypernym
dangerous,naproxen,neg,not_certain,wn_hypernym
dangerous,goat,neg,certain,cslb_crowd_neg
dangerous,spud,neg,not_certain,wn_hypernym
dangerous,bucket,neg,certain,cslb_crowd_neg
dangerous,morphine,neg,not_certain,wn_hypernym
dangerous,pestle,neg,not_certain,wn_hypernym
dangerous,opener,neg,not_certain,wn_hypernym
dangerous,hammer,neg,not_certain,wn_hypernym
dangerous,bit,neg,not_certain,wn_hypernym
dangerous,file,neg,not_certain,wn_hypernym
dangerous,ointment,neg,not_certain,wn_hypernym
dangerous,pentobarbital,neg,not_certain,wn_hypernym
dangerous,glove,neg,certain,cslb_crowd_neg
dangerous,dose,neg,not_certain,wn_hypernym
dangerous,hornbill,neg,certain,cslb_crowd_neg
dangerous,bill,neg,not_certain,wn_hypernym
dangerous,elixir,neg,not_certain,wn_hypernym
dangerous,remedy,neg,not_certain,wn_hypernym
dangerous,plier,neg,not_certain,wn_hypernym
dangerous,hoe,neg,certain,cslb_crowd_neg wn_hypernym
dangerous,marlinspike,neg,not_certain,wn_hypernym
dangerous,buffer,neg,not_certain,wn_hypernym
