property,lemma,label,certainty,sources_str
warm,soup,pos,certain,cslb manually_included
warm,water,pos,certain,conceptnet manually_included
warm,argument,neg,certain,manually_included
warm,bikini,neg,certain,manually_included
warm,idea,neg,certain,manually_included
warm,ice,neg,certain,conceptnet manually_included
warm,basement,neg,certain,mcrae
warm,nose,neg,not_certain,conceptnet
warm,icicle,neg,not_certain,conceptnet
warm,dad,neg,not_certain,conceptnet
warm,telephone,neg,not_certain,conceptnet
warm,winter,neg,not_certain,conceptnet
warm,fun,neg,not_certain,conceptnet
warm,space,neg,not_certain,conceptnet
warm,dragon,neg,not_certain,conceptnet
warm,lemonade,neg,not_certain,cslb
warm,toe,neg,not_certain,conceptnet
warm,forest,neg,not_certain,conceptnet
warm,people,neg,not_certain,conceptnet
warm,river,neg,not_certain,conceptnet
warm,tea,neg,not_certain,cslb
warm,moon,neg,not_certain,conceptnet
warm,sword,neg,not_certain,conceptnet
warm,fridge,neg,not_certain,cslb
warm,vinyl,neg,not_certain,conceptnet
warm,surfboard,neg,not_certain,cslb
warm,tile,neg,not_certain,conceptnet
warm,beer,neg,not_certain,cslb
warm,feeling,pos,certain,manually_included
warm,coat,pos,certain,wikipedia_sgns_model cslb manually_included
warm,atmosphere,pos,certain,manually_included
warm,sun,pos,not_certain,conceptnet
warm,shawl,pos,not_certain,cslb
warm,bed,pos,certain,cslb mcrae
warm,glove,pos,not_certain,cslb
warm,jacket,neg/pos/pos,uncertain,wikipedia_sgns_model cslb wikipedia_sgns_model cslb
warm,boot,pos,not_certain,cslb
warm,earmuff,pos,not_certain,cslb
warm,cloak,neg/pos/pos,uncertain,wikipedia_sgns_model cslb wikipedia_sgns_model cslb
warm,heat,pos,not_certain,conceptnet
warm,coffee,pos,not_certain,cslb
warm,head,pos,not_certain,conceptnet
warm,robe,neg/pos/pos,uncertain,wikipedia_sgns_model cslb wikipedia_sgns_model cslb
warm,pound,pos,not_certain,conceptnet
warm,parka,pos,not_certain,cslb
warm,comforter,pos,not_certain,conceptnet
warm,pyjama,pos,not_certain,cslb
warm,cape,pos,not_certain,cslb
warm,sweater,neg/pos/pos,uncertain,wikipedia_sgns_model cslb wikipedia_sgns_model cslb
warm,mitten,pos,not_certain,cslb
warm,scarf,neg/pos/pos,uncertain,wikipedia_sgns_model cslb wikipedia_sgns_model cslb
warm,sock,neg/pos/pos,uncertain,cslb wikipedia_sgns_model cslb wikipedia_sgns_model
warm,slipper,pos,not_certain,cslb
warm,stocking,pos,not_certain,cslb
warm,dress,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model wikipedia_sgns_model
warm,wearer,neg/pos,not_certain,wikipedia_sgns_model
warm,leotard,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,cummerbund,neg/pos,not_certain,wikipedia_sgns_model
warm,neckline,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,greatcoat,neg/pos,not_certain,wikipedia_sgns_model
warm,brogue,neg/pos,not_certain,wikipedia_sgns_model
warm,outerwear,neg/pos,not_certain,wikipedia_sgns_model
warm,kerchief,neg/pos,not_certain,wikipedia_sgns_model
warm,skirt,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,frock,neg/pos,not_certain,wikipedia_sgns_model
warm,necklace,neg/pos,not_certain,wikipedia_sgns_model
warm,blouse,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,garment,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,lace,neg/pos,not_certain,wikipedia_sgns_model
warm,wool,neg/pos,not_certain,wikipedia_sgns_model
warm,forelock,neg/pos,not_certain,wikipedia_sgns_model
warm,tunic,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,mask,neg/pos,not_certain,wikipedia_sgns_model
warm,cheesecloth,neg/pos,not_certain,wikipedia_sgns_model
warm,helmet,neg/pos,not_certain,wikipedia_sgns_model
warm,poncho,neg/pos,not_certain,wikipedia_sgns_model
warm,pant,neg/pos,not_certain,wikipedia_sgns_model
warm,hairstyle,neg/pos,not_certain,wikipedia_sgns_model
warm,footwear,neg/pos,not_certain,wikipedia_sgns_model
warm,shoelace,neg/pos,not_certain,wikipedia_sgns_model
warm,chiffon,neg/pos,not_certain,wikipedia_sgns_model
warm,costume,neg/pos,not_certain,wikipedia_sgns_model
warm,wig,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,bag,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,towel,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
warm,garter,neg/pos,not_certain,wikipedia_sgns_model
warm,cuff,neg/pos,not_certain,wikipedia_sgns_model
