property,lemma,label,certainty,sources_str
swim,crane,neg,not_certain,wn_hypernym
swim,antbird,neg,not_certain,wn_hypernym
swim,poultry,neg,not_certain,wn_hypernym
swim,osprey,neg,not_certain,wn_hypernym
swim,scoter,neg,not_certain,wn_hypernym
swim,goldeneye,neg,not_certain,wn_hypernym
swim,goldfinch,neg,not_certain,wn_hypernym
swim,lark,neg,not_certain,wn_hypernym
swim,partridge,neg,not_certain,wn_hypernym
swim,hobby,neg,not_certain,wn_hypernym
swim,pewee,neg,not_certain,wn_hypernym
swim,skylark,neg,not_certain,wn_hypernym
swim,ibis,neg,not_certain,wn_hypernym
swim,chicken,neg,not_certain,wn_hypernym
swim,plover,neg,not_certain,wn_hypernym
swim,owl,neg,not_certain,wn_hypernym
swim,albatross,neg,not_certain,wn_hypernym
swim,rail,neg,not_certain,wn_hypernym
swim,emu,neg,not_certain,wn_hypernym
swim,willet,neg,not_certain,wn_hypernym
swim,kittiwake,neg,not_certain,wn_hypernym
swim,darter,neg,not_certain,wn_hypernym
swim,barbet,neg,not_certain,wn_hypernym
swim,courser,neg,not_certain,wn_hypernym
swim,loon,neg,not_certain,wn_hypernym
swim,eagle,neg,not_certain,wn_hypernym
swim,accentor,neg,not_certain,wn_hypernym
swim,nightingale,neg,not_certain,wn_hypernym
swim,canary,neg,not_certain,wn_hypernym
swim,titmouse,neg,not_certain,wn_hypernym
swim,flicker,neg,not_certain,wn_hypernym
swim,buzzard,neg,not_certain,wn_hypernym
swim,quail,neg,not_certain,wn_hypernym
swim,lory,neg,not_certain,wn_hypernym
swim,lapwing,neg,not_certain,wn_hypernym
swim,scaup,neg,not_certain,wn_hypernym
swim,griffon,neg,not_certain,wn_hypernym
swim,redhead,neg,not_certain,wn_hypernym
swim,tit,neg,not_certain,wn_hypernym
swim,cockatoo,neg,not_certain,wn_hypernym
swim,poll,neg,not_certain,wn_hypernym
swim,stint,neg,not_certain,wn_hypernym
swim,parakeet,neg,not_certain,wn_hypernym
swim,curassow,neg,not_certain,wn_hypernym
swim,crow,neg,not_certain,wn_hypernym
swim,stork,neg,not_certain,wn_hypernym
swim,falcon,neg,not_certain,wn_hypernym
swim,grayback,neg,not_certain,wn_hypernym
swim,roaster,neg,not_certain,wn_hypernym
swim,duckling,neg,not_certain,wn_hypernym
swim,diver,neg,not_certain,wn_hypernym
swim,wheatear,neg,not_certain,wn_hypernym
swim,robin,neg,not_certain,wn_hypernym
swim,nester,neg,not_certain,wn_hypernym
swim,cock,neg,not_certain,wn_hypernym
swim,roller,neg,not_certain,wn_hypernym
swim,sheldrake,neg,not_certain,wn_hypernym
swim,thornbill,neg,not_certain,wn_hypernym
swim,meadowlark,neg,not_certain,wn_hypernym
swim,pen,neg,not_certain,wn_hypernym
swim,dipper,neg,not_certain,wn_hypernym
swim,bass,pos,certain,wn_hypernym manually_included
swim,turtle,neg,certain,cslb wn_hypernym manually_included
swim,whale,pos,certain,conceptnet cslb wn_hypernym manually_included
swim,ship,pos,certain,manually_included
swim,torpedo,pos,not_certain,wn_hypernym
swim,stickleback,pos,not_certain,wn_hypernym
swim,drum,pos,not_certain,wn_hypernym
swim,gunnel,pos,not_certain,wn_hypernym
swim,croaker,pos,not_certain,wn_hypernym
swim,fish,neg/pos/pos,uncertain,wikipedia_sgns_model wn_hypernym conceptnet
swim,sawfish,pos,not_certain,wn_hypernym
swim,shrimp,pos,not_certain,cslb
swim,shad,pos,not_certain,wn_hypernym
swim,roach,pos,not_certain,wn_hypernym
swim,hind,pos,not_certain,wn_hypernym
swim,mademoiselle,pos,not_certain,wn_hypernym
swim,plaice,pos,not_certain,wn_hypernym
swim,beaver,pos,not_certain,cslb wn_hypernym
swim,rockfish,pos,not_certain,wn_hypernym
swim,herring,pos,not_certain,cslb wn_hypernym
swim,otter,pos,not_certain,cslb wn_hypernym
swim,grenadier,pos,not_certain,wn_hypernym
swim,permit,pos,not_certain,wn_hypernym
swim,smallmouth,pos,not_certain,wn_hypernym
swim,jack,pos,not_certain,wn_hypernym
swim,hake,pos,not_certain,wn_hypernym
swim,burbot,pos,not_certain,wn_hypernym
swim,sturgeon,pos,not_certain,wn_hypernym
swim,shark,pos,not_certain,cslb wn_hypernym conceptnet
swim,sunfish,pos,not_certain,wn_hypernym
swim,duck,pos,not_certain,cslb wn_hypernym
swim,albacore,pos,not_certain,wn_hypernym
swim,cobia,pos,not_certain,wn_hypernym
swim,frog,pos,not_certain,cslb conceptnet
swim,grindle,pos,not_certain,wn_hypernym
swim,coho,pos,not_certain,wn_hypernym
swim,perch,pos,not_certain,wn_hypernym
swim,halfbeak,pos,not_certain,wn_hypernym
swim,bluefish,pos,not_certain,wn_hypernym
swim,ray,pos,not_certain,wn_hypernym
swim,thresher,pos,not_certain,wn_hypernym
swim,catfish,neg/pos/pos,uncertain,wikipedia_sgns_model wn_hypernym
swim,goatfish,pos,not_certain,wn_hypernym
swim,octopus,pos,not_certain,cslb
swim,silverfish,pos,not_certain,wn_hypernym
swim,trout,pos,not_certain,cslb wn_hypernym
swim,char,pos,not_certain,wn_hypernym
swim,schoolmaster,pos,not_certain,wn_hypernym
swim,guppy,pos,not_certain,wn_hypernym
swim,rattail,pos,not_certain,wn_hypernym
swim,cyprinid,neg/pos/pos,uncertain,wn_hypernym wikipedia_sgns_model
swim,seahorse,pos,not_certain,cslb wn_hypernym
swim,sucker,pos,not_certain,wn_hypernym
swim,sleeper,pos,not_certain,wn_hypernym
swim,sardine,pos,not_certain,cslb wn_hypernym
swim,bullhead,neg/pos/pos,uncertain,wn_hypernym wikipedia_sgns_model
swim,silverside,pos,not_certain,wn_hypernym wn_hypernym
swim,hippo,pos,not_certain,cslb wn_hypernym
swim,loach,pos,not_certain,wn_hypernym
swim,capelin,pos,not_certain,wn_hypernym
swim,cod,pos,not_certain,cslb wn_hypernym
swim,tortoise,pos,certain,wn_hypernym manually_included
swim,dog,pos,certain,wn_hypernym manually_included
swim,cat,pos,certain,wn_hypernym manually_included
swim,mouse,pos/neg,not_certain,wn_hypernym
swim,world,pos/neg,not_certain,wn_hypernym
swim,vervet,pos/neg,not_certain,wn_hypernym
swim,bloodhound,pos/neg,not_certain,wn_hypernym
swim,lechwe,pos/neg,not_certain,wn_hypernym
swim,scyliorhinidae,neg/pos,not_certain,wikipedia_sgns_model
swim,ram,pos/neg,not_certain,wn_hypernym
swim,tortoiseshell,pos/neg,not_certain,wn_hypernym
swim,retriever,pos/neg,not_certain,wn_hypernym
swim,drill,pos/neg,not_certain,wn_hypernym
swim,humankind,pos/neg,not_certain,wn_hypernym
swim,puppy,pos/neg,not_certain,wn_hypernym
swim,bonobo,pos/neg,not_certain,wn_hypernym
swim,bunny,pos/neg,not_certain,wn_hypernym
swim,jade,pos/neg,not_certain,wn_hypernym
swim,killer,pos/neg,not_certain,wn_hypernym
swim,armadillo,pos/neg,not_certain,wn_hypernym
swim,fawn,pos/neg,not_certain,wn_hypernym
swim,tapir,pos/neg,not_certain,wn_hypernym
swim,chow,pos/neg,not_certain,wn_hypernym
swim,monitor,pos/neg,not_certain,wn_hypernym
swim,pacemaker,pos/neg,not_certain,wn_hypernym
swim,carnosaur,pos/neg,not_certain,wn_hypernym
swim,blenny,neg/pos/pos,uncertain,wn_hypernym wikipedia_sgns_model
swim,gaur,pos/neg,not_certain,wn_hypernym
swim,panther,pos/neg,not_certain,wn_hypernym
swim,springbok,pos/neg,not_certain,wn_hypernym
swim,ass,pos/neg,not_certain,wn_hypernym
swim,howler,pos/neg,not_certain,wn_hypernym
swim,bear,pos/neg,not_certain,wn_hypernym conceptnet
swim,plesiosaurus,pos/neg,not_certain,wn_hypernym
swim,zebra,pos/neg,not_certain,wn_hypernym
swim,chameleon,pos/neg,not_certain,wn_hypernym
swim,mouser,pos/neg,not_certain,wn_hypernym
swim,bulldog,pos/neg,not_certain,wn_hypernym
swim,lynx,pos/neg,not_certain,wn_hypernym
swim,snake,pos/neg,not_certain,wn_hypernym
swim,elephant,pos/neg,not_certain,wn_hypernym
swim,pony,pos/neg,not_certain,wn_hypernym
swim,humanity,pos/neg,not_certain,wn_hypernym
swim,quagga,pos/neg,not_certain,wn_hypernym
swim,bycatch,neg/pos,not_certain,wikipedia_sgns_model
swim,gorgonian,neg/pos,not_certain,wikipedia_sgns_model
swim,serpent,pos/neg,not_certain,wn_hypernym
swim,steed,pos/neg,not_certain,wn_hypernym
swim,boa,pos/neg,not_certain,wn_hypernym
swim,queen,pos/neg,not_certain,wn_hypernym
swim,clupeidae,neg/pos,not_certain,wikipedia_sgns_model
swim,rattlesnake,pos/neg,not_certain,wn_hypernym
swim,boar,pos/neg,not_certain,wn_hypernym
swim,basset,pos/neg,not_certain,wn_hypernym
swim,basilisk,pos/neg,not_certain,wn_hypernym
swim,grade,pos/neg,not_certain,wn_hypernym
swim,leopard,pos/neg,not_certain,wn_hypernym
swim,lion,pos/neg,not_certain,wn_hypernym
roll,pin,neg,certain,wikipedia_sgns_model manually_included
roll,candle,pos,certain,wikipedia_sgns_model manually_included
roll,pen,pos,certain,manually_included
roll,ball,neg/pos/pos,uncertain,wikipedia_sgns_model cslb conceptnet wikipedia_sgns_model cslb conceptnet
roll,pig,pos,not_certain,cslb
roll,tyre,neg/pos/pos,uncertain,wikipedia_sgns_model cslb wikipedia_sgns_model cslb
roll,wheel,neg/pos/pos,uncertain,wikipedia_sgns_model wikipedia_sgns_model cslb wikipedia_sgns_model wikipedia_sgns_model cslb
roll,skateboard,pos,not_certain,cslb
roll,marble,neg/pos/pos,uncertain,wikipedia_sgns_model cslb wikipedia_sgns_model cslb
roll,barrel,neg/pos/pos,uncertain,wikipedia_sgns_model cslb wikipedia_sgns_model cslb
roll,lathe,neg/pos,not_certain,wikipedia_sgns_model
roll,axle,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
roll,pavement,neg/pos,not_certain,wikipedia_sgns_model
roll,footrest,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
roll,hammer,neg/pos,not_certain,wikipedia_sgns_model
roll,bike,neg/pos,not_certain,wikipedia_sgns_model
roll,fireplace,neg/pos,not_certain,wikipedia_sgns_model
roll,bolt,neg/pos,not_certain,wikipedia_sgns_model
roll,rope,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
roll,lamp,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
roll,carabiner,neg/pos,not_certain,wikipedia_sgns_model
roll,tire,neg/pos,not_certain,wikipedia_sgns_model wikipedia_sgns_model
roll,projectile,neg/pos,not_certain,wikipedia_sgns_model
