label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
pos/neg,vehicle,wn_hypernym,not_certain,0.0448160865,3,False,-,technical,technical,129845,True,True,False,2,0,7,0.1,0.1,poly,met non-met,abs-conc,False,,,,821c151a-a88f-11e9-85d9-acde48001122,ac726c74-ce46-11e9-8a6e-acde48001122
neg,fish,wn_hypernym,not_certain,0.059464161,3,False,-,permit,permit,30797,True,True,True,3,5,6,0.07407407407407407,0.3018157405412307,homonyms_only_different_pos,met non-met,abs-conc,False,399,516,458,821c1558-a88f-11e9-813a-acde48001122,ac6e6b60-ce46-11e9-8a6e-acde48001122
neg,mammal,wn_hypernym,not_certain,0.0638144111,3,False,-,entire,entire,203897,True,True,False,4,0,5,None,,poly,non-met,conc,False,,531,,821c157e-a88f-11e9-93e5-acde48001122,ac64e09a-ce46-11e9-8a6e-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.0686351123,3,False,-,auto,auto,35612,True,True,True,0,1,1,1.0,1.0,mon,,conc,False,,,,821c15a6-a88f-11e9-9d77-acde48001122,ac60b2ea-ce46-11e9-8a6e-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.0687518383,3,False,-,stage,stage,313237,True,True,True,5,14,10,0.09090909090909091,0.24308009138531178,homonyms_only_different_pos,met non-met,abs-conc,False,,,,821c15c6-a88f-11e9-96ff-acde48001122,ac71b7ca-ce46-11e9-8a6e-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.0739757515,3,False,-,semi,semi,128224,True,True,False,3,0,3,0.1,0.28467023172905526,,,abs-conc,False,,,,821c15ec-a88f-11e9-8ff9-acde48001122,821bad14-a88f-11e9-b8f7-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.0796287462,3,False,-,berlin,berlin,119142,True,True,False,0,1,3,0.25,0.27285395763656634,,met non-met,conc-n,False,,,,821c1614-a88f-11e9-857d-acde48001122,ac6119ce-ce46-11e9-8a6e-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.0806314742,3,False,-,ordinary,ordinary,43226,True,True,False,5,0,7,0.11764705882352941,0.3112510528686999,poly,non-met,abs-conc,False,,584,,821c163a-a88f-11e9-94df-acde48001122,ac6dd916-ce46-11e9-8a6e-acde48001122
neg,fish,wn_hypernym,not_certain,0.0821336992,3,False,-,sole,sole,49559,True,True,False,3,0,7,0.18181818181818182,0.21734006734006736,homonyms_also_same_pos,,conc,False,484,473,,821c1664-a88f-11e9-9f2a-acde48001122,ac717814-ce46-11e9-8a6e-acde48001122
neg,mammal,wn_hypernym,not_certain,0.0838741111,3,False,-,grade,grade,132453,True,True,True,7,11,13,0.07142857142857142,0.2531106209681163,homonyms_only_different_pos,non-met,abs-conc,False,338,533,417,821c1682-a88f-11e9-9054-acde48001122,ac665902-ce46-11e9-8a6e-acde48001122
neg,mammal,wn_hypernym,not_certain,0.0900815836,3,False,-,das,das,20875,True,True,False,0,0,2,0.5,0.5,,,conc,False,,,,821c16b4-a88f-11e9-9c4e-acde48001122,821be218-a88f-11e9-aafc-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.0932803706,3,False,-,cycle,cycle,79050,True,True,True,6,3,11,0.11764705882352941,0.2878252074722663,homonyms_only_different_pos,met,abs-conc,False,,,,821c16dc-a88f-11e9-bddc-acde48001122,ac635360-ce46-11e9-8a6e-acde48001122
neg,mammal,wn_hypernym,not_certain,0.0976115432,3,False,-,humankind,humankind,2343,True,True,True,0,0,1,0.9333333333333333,0.9333333333333333,mon,,abs,False,426,351,514,821c16fa-a88f-11e9-a5c1-acde48001122,ac67308e-ce46-11e9-8a6e-acde48001122
neg,mammal,wn_hypernym,not_certain,0.0976736948,3,False,-,world,world,1622378,True,True,True,4,8,9,0.1,0.29886228936427967,poly,met non-met,abs-conc-n,False,532,607,,821c172c-a88f-11e9-87b0-acde48001122,ac741cb8-ce46-11e9-8a6e-acde48001122
neg,fish,wn_hypernym,not_certain,0.0987142057,3,False,-,sweeper,sweeper,1323,True,True,True,2,0,3,0.34782608695652173,0.42295957284515634,poly,met,conc,False,,,,821c1754-a88f-11e9-bbfb-acde48001122,ac7237ae-ce46-11e9-8a6e-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.1029444477,3,False,-,flatbed,flatbed,671,True,True,True,1,0,2,0.47619047619047616,0.47619047619047616,,,conc,False,,,,821c177a-a88f-11e9-a90e-acde48001122,821b265a-a88f-11e9-87ae-acde48001122
neg,mammal,wn_hypernym,not_certain,0.1042874703,3,False,-,humanity,humanity,26377,True,True,True,2,0,3,0.4,0.523905723905724,poly,,abs,False,381,526,,821c17a4-a88f-11e9-b064-acde48001122,ac673052-ce46-11e9-8a6e-acde48001122
neg,mammal,wn_hypernym,not_certain,0.1051245701,3,False,-,dobbin,dobbin,473,True,True,True,0,0,1,1.0,1.0,mon,,conc,False,,,,821c17c2-a88f-11e9-8a42-acde48001122,ac640d14-ce46-11e9-8a6e-acde48001122
neg,fish,wn_hypernym,not_certain,0.1053308735,3,False,-,hausen,hausen,519,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,,821c17e8-a88f-11e9-bc3f-acde48001122,821bc5b0-a88f-11e9-8edb-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.1057444918,3,False,-,shay,shay,2460,True,True,False,0,0,1,1.0,1.0,mon,,conc,False,,,,821c1812-a88f-11e9-89df-acde48001122,ac70f506-ce46-11e9-8a6e-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.1059053388,3,False,-,finisher,finisher,3205,True,True,True,1,0,6,0.2,0.44783993783993775,,,conc,False,,,,821c1830-a88f-11e9-b4ca-acde48001122,821c0f3e-a88f-11e9-ae6a-acde48001122
neg,mammal,wn_hypernym,not_certain,0.1063404674,3,False,-,gib,gib,484,True,True,True,0,0,2,0.1111111111111111,0.1111111111111111,,,abs-conc,False,,,,821c1858-a88f-11e9-8102-acde48001122,821b724a-a88f-11e9-b8fe-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.1064445815,3,False,-,landau,landau,4139,True,True,False,1,0,2,0.38095238095238093,0.38095238095238093,mon,,conc-n,False,,,,821c1880-a88f-11e9-8fbc-acde48001122,ac683ed4-ce46-11e9-8a6e-acde48001122
pos/neg,vehicle,wn_hypernym,not_certain,0.1075665781,3,False,-,coach,coach,315571,True,True,True,4,10,7,0.14285714285714285,0.45864094299709035,homonyms_only_different_pos,met non-met,conc,False,561,509,314,821c18a8-a88f-11e9-a930-acde48001122,ac627800-ce46-11e9-8a6e-acde48001122
