label,categories_str,sources_str,certainty,cosine_centroid,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa,word_id,lemma_id
pos/neg,mammal,wn_hypernym,not_certain,0.0725427707,3,False,-,royal,royal,444016,True,True,False,3,0,7,0.34782608695652173,0.34782608695652173,homonyms_only_different_pos,non-met,conc,False,,,,82170b58-a88f-11e9-b09b-acde48001122,ac705376-ce46-11e9-8a6e-acde48001122
neg,bird,wn_hypernym,not_certain,0.0756963495,3,False,-,ani,ani,3284,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,,82170b88-a88f-11e9-bd6f-acde48001122,8216be94-a88f-11e9-b4cb-acde48001122
neg,bird,wn_hypernym,not_certain,0.0863061016,2,True,-,solan,solan,369,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,,82170bb0-a88f-11e9-8012-acde48001122,8216e1d0-a88f-11e9-8995-acde48001122
pos,fish,wn_hypernym,not_certain,0.0870761398,2,True,-,brit,brit,4366,True,True,False,2,0,3,0.5454545454545454,0.5939393939393939,,,conc,False,,,,82170bd8-a88f-11e9-944b-acde48001122,8216fff8-a88f-11e9-bbb2-acde48001122
pos/neg,mammal,wn_hypernym,not_certain,0.0883150479,-,True,-,grade,grade,132453,True,True,True,7,11,13,0.07142857142857142,0.2531106209681163,homonyms_only_different_pos,non-met,abs-conc,True,338,533,417,82170bf6-a88f-11e9-9a6a-acde48001122,ac665902-ce46-11e9-8a6e-acde48001122
pos/neg,mammal,wn_hypernym,not_certain,0.0922364132,-,True,-,world,world,1622378,True,True,True,4,8,9,0.1,0.29886228936427967,poly,met non-met,abs-conc-n,True,532,607,,82170c1e-a88f-11e9-9275-acde48001122,ac741cb8-ce46-11e9-8a6e-acde48001122
neg,bird,wn_hypernym,not_certain,0.0933869193,-,True,-,poll,poll,38672,True,True,True,5,4,9,0.09090909090909091,0.22500137241985066,homonyms_only_different_pos,non-met,abs-conc,True,429,453,,82170c46-a88f-11e9-b21c-acde48001122,ac6ed3fc-ce46-11e9-8a6e-acde48001122
pos/neg,mammal,wn_hypernym,not_certain,0.0937990143,-,True,-,humankind,humankind,2343,True,True,True,0,0,1,0.9333333333333333,0.9333333333333333,mon,,abs,True,426,351,514,82170c64-a88f-11e9-883b-acde48001122,ac67308e-ce46-11e9-8a6e-acde48001122
pos/neg,mammal,wn_hypernym,not_certain,0.0948206446,-,True,-,entire,entire,203897,True,True,False,4,0,5,None,,poly,non-met,conc,False,,531,,82170c8c-a88f-11e9-82d8-acde48001122,ac64e09a-ce46-11e9-8a6e-acde48001122
pos/neg,mammal,wn_hypernym,not_certain,0.0968252515,-,True,-,pacesetter,pacesetter,210,True,True,True,1,0,2,0.07692307692307693,0.07692307692307693,mon,,abs-conc,True,,,,82170cb4-a88f-11e9-bf35-acde48001122,ac6e06ca-ce46-11e9-8a6e-acde48001122
