quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
d9ebd07f-81ec-4d62-99d3-93ac08ddfc0b	I think (a/an) toadflax can be yellow, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	rare-yellow-toadflax	Agree or disagree (run4-experiment2-batch135-70-70)
8cd75f6c-9d9f-4dac-b385-524ddfba878e	Usually, (a/an) toadflax is not yellow, but there could be a highly unusual situation in which (a/an) toadflax is yellow.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	unusual-yellow-toadflax	Agree or disagree (run4-experiment2-batch135-70-70)
525693f2-ef78-47d3-8d7b-854b041de909	I think it is impossible for (a/an) toadflax to be yellow.	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	impossible-yellow-toadflax	Agree or disagree (run4-experiment2-batch135-70-70)
adcbb065-d8f2-487b-b9e0-28a2a1697db6	I could say (a/an) toadflax is yellow, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	creative-yellow-toadflax	Agree or disagree (run4-experiment2-batch135-70-70)
746cb1f4-b9ed-4abf-bfdb-03e281415cc5	``Fly'' is one for the first things which come to mind when I hear ``stork' because flying is one of the typical movements of (a/an) stork'.	``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.	``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	typical_of_concept-fly-stork	Agree or disagree (run4-experiment2-batch135-70-70)
c62ec1b5-9dc6-4929-8079-10ccd7c7e692	I could say (a/an) stork flies/is used for flying, but I would most certainly not mean it literally.	"I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally."	"I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	creative-fly-stork	Agree or disagree (run4-experiment2-batch135-70-70)
e31ad055-41ba-4c65-913a-cf86218fad60	I think it is impossible for (a/an) stork to fly/be used for flying.	I think it is impossible for (a/an) worm to walk/be used for walking.	I think it is impossible for (a/an) worm to move/be used for moveing.	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	impossible-fly-stork	Agree or disagree (run4-experiment2-batch135-70-70)
d7c67944-128a-4b93-bb77-d103c126f564	I know that all or most stork(s) fly regularly or are used for flying regularly. 	I know that all or most candle(s) burn regularly or are used for burning regularly. 	I know that all or most T-shirt(s) wrap regularly or are used for wraping regularly. 	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	afforded_usual-fly-stork	Agree or disagree (run4-experiment2-batch135-70-70)
cf39db71-9d39-4824-8540-d45f8280f7e8	I know that (a/an) stork can fly/be used for flying as most or all other things similar to (a/an) stork fly. 	I know that (a/an) poodle can bark/be used for barking as most or all other things similar to (a/an) poodle bark. 	I know that (a/an) dog can bark/be used for barking as most or all other things similar to (a/an) dog bark. 	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	implied_category-fly-stork	Agree or disagree (run4-experiment2-batch135-70-70)
9d7355a8-41ea-4d88-820e-136d84f9a0f3	Usually, (a/an) stork cannot fly/be used for flying, but there could be a highly unusual situation in which (a/an) stork can fly.	Usually, (a/an) rat cannot cook/be used for cooking, but there could be a highly unusual situation in which (a/an) rat can cook.	Usually, (a/an) teacher cannot teach/be used for teaching, but there could be a highly unusual situation in which (a/an) teacher can teach.	4	1	https://app.prolific.co/submissions/complete?cc=56D1816D	unusual-fly-stork	Agree or disagree (run4-experiment2-batch135-70-70)
