quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
068f2424-dc7b-4fa9-8b21-7e331a67caee	I think (a/an) pumpkin can be yellow, but this is rare or uncommon.	I think (a/an) rose can be black, but this is rare or uncommon.	I think (a/an) rose can be yellow, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	rare-yellow-pumpkin	Agree or disagree (run4-experiment2-batch54-70-70)
a17b5ec6-00c2-4a07-9067-12e8de1813e6	I think it is impossible for (a/an) pumpkin to be yellow.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	impossible-yellow-pumpkin	Agree or disagree (run4-experiment2-batch54-70-70)
e1719d1f-0ec7-4071-8cea-2d88693d1cb2	I could say (a/an) pumpkin is yellow, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	creative-yellow-pumpkin	Agree or disagree (run4-experiment2-batch54-70-70)
5e0a0fdd-c16d-4147-991b-741eafd3c03c	Usually, (a/an) pumpkin is not yellow, but there could be a highly unusual situation in which (a/an) pumpkin is yellow.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	unusual-yellow-pumpkin	Agree or disagree (run4-experiment2-batch54-70-70)
dd79b2d5-153c-472a-b224-36715749534d	I could say (a/an) tiger flies/is used for flying, but I would most certainly not mean it literally.	"I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally."	"I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	creative-fly-tiger	Agree or disagree (run4-experiment2-batch54-70-70)
1a56c7c0-d1fd-45f7-9e84-76a6c5904bfd	I know that all or most tiger(s) fly regularly or are used for flying regularly. 	I know that all or most bug(s) crawl regularly or are used for crawling regularly. 	I know that all or most toothbrush(s) paint regularly or are used for painting regularly. 	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	afforded_usual-fly-tiger	Agree or disagree (run4-experiment2-batch54-70-70)
e3e225d2-a27a-4829-8e1a-f3c9b8c32e5d	``Tiger'' is one of the first things which come to mind when I hear ``fly' because (a/an) tiger is a typical example of things which fly/are used for flying'. 	``Baby'' is one of the first things which come to mind when I hear ``cry' because (a/an) baby is a typical example of things which cry/are used for crying'. 	``Teacher'' is one of the first things which come to mind when I hear ``walk' because (a/an) teacher is a typical example of things which walk/are used for walking'. 	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	typical_of_property-fly-tiger	Agree or disagree (run4-experiment2-batch54-70-70)
6d8cbab0-52dc-45f1-82ca-181352a22e5e	I think it is impossible for (a/an) tiger to fly/be used for flying.	I think it is impossible for (a/an) rock to float/be used for floating.	I think it is impossible for (a/an) metal to melt/be used for melting.	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	impossible-fly-tiger	Agree or disagree (run4-experiment2-batch54-70-70)
483df623-446e-4ad2-87a0-8f30a0c4a16c	Usually, (a/an) tiger cannot fly/be used for flying, but there could be a highly unusual situation in which (a/an) tiger can fly.	Usually, (a/an) rat cannot cook/be used for cooking, but there could be a highly unusual situation in which (a/an) rat can cook.	Usually, (a/an) teacher cannot teach/be used for teaching, but there could be a highly unusual situation in which (a/an) teacher can teach.	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	unusual-fly-tiger	Agree or disagree (run4-experiment2-batch54-70-70)
9b498a54-22e4-4793-9a03-414bbcf67ba3	I think there is a tiger  which can fly/be used for flying, but this is rare or uncommon.	I think there is a toddler  which can read/be used for reading, but this is rare or uncommon.	I think there is a teenager  which can read/be used for reading, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=2115F67F	rare-fly-tiger	Agree or disagree (run4-experiment2-batch54-70-70)
