quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
575872f1-b488-44a2-a560-0ccb3ea8c0db	Usually, (a/an) radish is not yellow, but there could be a highly unusual situation in which (a/an) radish is yellow.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	unusual-yellow-radish	Agree or disagree (run4-experiment2-batch182-70-70)
b98e86fd-c226-47e2-9a16-55076f43999a	I think (a/an) radish can be yellow, but this is rare or uncommon.	I think (a/an) snail can be purple, but this is rare or uncommon.	I think (a/an) bell pepper can be green, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	rare-yellow-radish	Agree or disagree (run4-experiment2-batch182-70-70)
8e19ce5c-cff5-4838-b08c-4c669e386af0	I think it is impossible for (a/an) radish to be yellow.	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	impossible-yellow-radish	Agree or disagree (run4-experiment2-batch182-70-70)
2fd773b0-7cf9-4c13-a113-91d7f2e242ac	I could say (a/an) radish is yellow, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	creative-yellow-radish	Agree or disagree (run4-experiment2-batch182-70-70)
5e08c0bb-a5c4-48ae-9da5-a64635cf012d	``Fly'' is one for the first things which come to mind when I hear ``velocipede' because flying is one of the typical movements of (a/an) velocipede'.	``Paint'' is one for the first things which come to mind when I hear ``brush' because painting is one of the typical activities of (a/an) brush'.	``Throw'' is one for the first things which come to mind when I hear ``apple' because throwing is one of the typical activites of (a/an) apple'.	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	typical_of_concept-fly-velocipede	Agree or disagree (run4-experiment2-batch182-70-70)
20492cd3-c31d-444a-bd50-e2ee3e7bf690	I know that all or most velocipede(s) fly regularly or are used for flying regularly. 	I know that all or most candle(s) burn regularly or are used for burning regularly. 	I know that all or most T-shirt(s) wrap regularly or are used for wraping regularly. 	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	afforded_usual-fly-velocipede	Agree or disagree (run4-experiment2-batch182-70-70)
ebf66e7c-bcdd-49f6-a610-df4ddf447c8c	I know that (a/an) velocipede can fly/be used for flying as most or all other things similar to (a/an) velocipede fly. 	I know that (a/an) apple_tree can grow/be used for growing as most or all other things similar to (a/an) apple_tree grow. 	I know that (a/an) worm can run/be used for runing as most or all other things similar to (a/an) worm run. 	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	implied_category-fly-velocipede	Agree or disagree (run4-experiment2-batch182-70-70)
e865e662-e1fe-47be-8fef-5494942d55a9	Usually, (a/an) velocipede cannot fly/be used for flying, but there could be a highly unusual situation in which (a/an) velocipede can fly.	Usually, (a/an) hot dog cannot walk/be used for walking, but there could be a highly unusual situation in which (a/an) hot dog can walk.	Usually, (a/an) cat cannot run/be used for runing, but there could be a highly unusual situation in which (a/an) cat can run.	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	unusual-fly-velocipede	Agree or disagree (run4-experiment2-batch182-70-70)
af94a6c7-99e3-44f6-9dcb-149407875512	I think it is impossible for (a/an) velocipede to fly/be used for flying.	I think it is impossible for (a/an) rock to float/be used for floating.	I think it is impossible for (a/an) metal to melt/be used for melting.	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	impossible-fly-velocipede	Agree or disagree (run4-experiment2-batch182-70-70)
d0506ba4-838d-4cc0-8243-1820766bf845	I could say (a/an) velocipede flies/is used for flying, but I would most certainly not mean it literally.	"I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally."	"I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=280CB657	creative-fly-velocipede	Agree or disagree (run4-experiment2-batch182-70-70)
