quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
99b2bee5-2a0b-4c20-bef1-b1d4a18cb3ec	I think there is a phaeton  which can fly/be used for flying, but this is rare or uncommon.	I think there is a toddler  which can read/be used for reading, but this is rare or uncommon.	I think there is a teenager  which can read/be used for reading, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	rare-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
603baa04-46e1-4f3a-9145-f0aec5bb5897	I could say (a/an) phaeton flies/is used for flying, but I would most certainly not mean it literally.	"I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally."	"I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	creative-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
200dcaa0-0587-4412-bf49-b7748731a1a0	I know that all or most phaeton(s) fly regularly or are used for flying regularly. 	I know that all or most candle(s) burn regularly or are used for burning regularly. 	I know that all or most T-shirt(s) wrap regularly or are used for wraping regularly. 	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	afforded_usual-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
79d2d32e-7268-4b6d-ac49-de2cb7e7be78	You can find (a/an) phaeton which can fly/be used for flying. This distinguishes a certain type of phaeton from others. 	You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. 	You can find (a/an) dog which can breathe/be used for breathing. This distinguishes a certain type of dog from others. 	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	variability_limited-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
15b66e83-200f-4f43-b517-e97da59580e6	I know that (a/an) phaeton can fly/be used for flying as most or all other things similar to (a/an) phaeton fly. 	I know that (a/an) dog can breathe/be used for breathing as most or all other things similar to (a/an) dog breathe. 	I know that (a/an) cat can meow/be used for meowing as most or all other things similar to (a/an) cat meow. 	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	implied_category-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
d11d7fd5-09d4-414b-9cd3-4abda4f88f81	I think it is impossible for (a/an) phaeton to fly/be used for flying.	I think it is impossible for (a/an) hammer to float/be used for floating.	I think it is impossible for (a/an) apple to rot/be used for roting.	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	impossible-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
3f92052c-c75a-44e1-ac89-cca9bdd13112	All or most  phaeton(s) can fly/be used for flying. This is not what they normally do or are used for. 	All or most  fork(s) can fight/be used for fighting. This is not what they normally do or are used for. 	All or most  brush(s) can fly/be used for flying. This is not what they normally do or are used for. 	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	afforded_unusual-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
10485d0e-41b2-4e0c-91df-a86eeeb303f9	``Phaeton'' is one of the first things which come to mind when I hear ``fly' because (a/an) phaeton is a typical example of things which fly/are used for flying'. 	``Cat'' is one of the first things which come to mind when I hear ``purr' because (a/an) cat is a typical example of things which purr/are used for purring'. 	``Dog'' is one of the first things which come to mind when I hear ``run' because (a/an) dog is a typical example of things which run/are used for runing'. 	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	typical_of_property-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
34dd3375-3774-48b3-88e1-5b07655097a4	Usually, (a/an) phaeton cannot fly/be used for flying, but there could be a highly unusual situation in which (a/an) phaeton can fly.	Usually, (a/an) hot dog cannot walk/be used for walking, but there could be a highly unusual situation in which (a/an) hot dog can walk.	Usually, (a/an) cat cannot run/be used for runing, but there could be a highly unusual situation in which (a/an) cat can run.	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	unusual-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
1b8ae32c-e264-4fd7-8d38-bc8e8e180f64	``Fly'' is one for the first things which come to mind when I hear ``phaeton' because flying is one of the typical movements of (a/an) phaeton'.	``Paint'' is one for the first things which come to mind when I hear ``brush' because painting is one of the typical activities of (a/an) brush'.	``Throw'' is one for the first things which come to mind when I hear ``apple' because throwing is one of the typical activites of (a/an) apple'.	4	1	https://app.prolific.co/submissions/complete?cc=5F8FA446	typical_of_concept-fly-phaeton	Agree or disagree (run4-experiment2-batch154-70-70)
