quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
e2bfec89-d271-42f1-88ae-05e853da68fc	You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) guitar is usually made of. There is only a limited range of possible materials.	You can find (a/an) table which is made_of_glass. Made_of_glass is one of a few possible materials (a/an) table is usually made of. There is only a limited range of possible materials.	You can find (a/an) plate which is made_of_sugar. Made_of_sugar is one of a few possible materials (a/an) plate is usually made of. There is only a limited range of possible materials.	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	variability_limited-made_of_wood-guitar	Agree or disagree (run4-experiment2-batch39-70-70)
162de18f-95fc-4037-bdeb-9a1c51c7f3f8	You can find (a/an) guitar which is made_of_wood. Made_of_wood is one of many possible materials (a/an) guitar is usually made of. The range of materials is almost unlimited. 	You can find (a/an) bouquet which is made_of_roses. Made_of_roses is one of many possible flowers (a/an) bouquet is usually made of. The range of flowers is almost unlimited. 	You can find (a/an) knife which is made_of_metal. Made_of_metal is one of many possible materials (a/an) knife is usually made of. The range of materials is almost unlimited. 	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	variability_open-made_of_wood-guitar	Agree or disagree (run4-experiment2-batch39-70-70)
adfa7bb0-8249-4917-8cf6-1c595c37f3e6	``Guitar'' is one of the first things which come to mind when I hear ``made_of_wood' because (a/an) guitar is a typical example of things which are (a/an) made_of_wood'. 	``Bread'' is one of the first things which come to mind when I hear ``made_of_grain' because (a/an) bread is a typical example of things which are (a/an) made_of_grain'. 	``Cake'' is one of the first things which come to mind when I hear ``made_of_grain' because (a/an) cake is a typical example of things which are (a/an) made_of_grain'. 	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	typical_of_property-made_of_wood-guitar	Agree or disagree (run4-experiment2-batch39-70-70)
7fd3771c-87d0-4efe-9731-648f93ce5679	``Made_of_wood'' is one for the first things which come to mind when I hear ``guitar' because made_of_wood is one of the typical materials of (a/an) guitar'.	``Made_of_china'' is one for the first things which come to mind when I hear ``plate' because made_of_china is one of the typical materials of (a/an) plate'.	``Made_of_wood'' is one for the first things which come to mind when I hear ``wine_glass' because made_of_wood is one of the typical materials of (a/an) wine_glass'.	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	typical_of_concept-made_of_wood-guitar	Agree or disagree (run4-experiment2-batch39-70-70)
fc76031e-6ade-4db2-a1ed-4e55947de5c5	I know that (a/an) guitar is made_of_wood as most or all other things similar to (a/an) guitar are made_of_wood. 	I know that (a/an) sock is made_of_fabric as most or all other things similar to (a/an) sock are made_of_fabric. 	I know that (a/an) fork is made_of_gold as most or all other things similar to (a/an) fork are made_of_gold. 	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	implied_category-made_of_wood-guitar	Agree or disagree (run4-experiment2-batch39-70-70)
c80fd4fd-8035-4bea-9125-d60a91be2f87	I know that being made_of_wood is necessary for many things (a/an) guitar does or is used for. 	I know that having (a/an) pointy is necessary for many things (a/an) needle does or is used for. 	I know that having (a/an) white is necessary for many things (a/an) t-shirt does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	affording_activity-made_of_wood-guitar	Agree or disagree (run4-experiment2-batch39-70-70)
445017c2-1355-4496-9025-2a7fd539de32	``Hack'' is one of the first things which come to mind when I hear ``lay_eggs' because (a/an) hack is a typical example of things which lay_eggs/are used for laying eggs'. 	``Baby'' is one of the first things which come to mind when I hear ``cry' because (a/an) baby is a typical example of things which cry/are used for crying'. 	``Teacher'' is one of the first things which come to mind when I hear ``walk' because (a/an) teacher is a typical example of things which walk/are used for walking'. 	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	typical_of_property-lay_eggs-hack	Agree or disagree (run4-experiment2-batch39-70-70)
878099bf-87d3-4340-b54c-db563a7ad716	Usually, (a/an) hack cannot lay_eggs/be used for laying eggs, but there could be a highly unusual situation in which (a/an) hack can lay_eggs.	Usually, (a/an) dog cannot speak/be used for speaking, but there could be a highly unusual situation in which (a/an) dog can speak.	Usually, (a/an) dog cannot bark/be used for barking, but there could be a highly unusual situation in which (a/an) dog can bark.	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	unusual-lay_eggs-hack	Agree or disagree (run4-experiment2-batch39-70-70)
c1561e0d-07dd-4250-a3ce-9c4f48cf8aef	``Lay_eggs'' is one for the first things which come to mind when I hear ``hack' because laying eggs is one of the typical activities of (a/an) hack'.	``Paint'' is one for the first things which come to mind when I hear ``brush' because painting is one of the typical activities of (a/an) brush'.	``Throw'' is one for the first things which come to mind when I hear ``apple' because throwing is one of the typical activites of (a/an) apple'.	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	typical_of_concept-lay_eggs-hack	Agree or disagree (run4-experiment2-batch39-70-70)
72deb648-d0ef-4773-a299-d89e49d17114	I think there is a hack  which can lay_eggs/be used for laying eggs, but this is rare or uncommon.	I think there is a car  which can swim/be used for swimming, but this is rare or uncommon.	I think there is a rock  which can swim/be used for swimming, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	rare-lay_eggs-hack	Agree or disagree (run4-experiment2-batch39-70-70)
44c432bb-85ed-4973-9e6d-e9d8a9d72a2f	I know that (a/an) hack can lay_eggs/be used for laying eggs as most or all other things similar to (a/an) hack lay_eggs. 	I know that (a/an) apple_tree can grow/be used for growing as most or all other things similar to (a/an) apple_tree grow. 	I know that (a/an) worm can run/be used for runing as most or all other things similar to (a/an) worm run. 	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	implied_category-lay_eggs-hack	Agree or disagree (run4-experiment2-batch39-70-70)
9220ce56-0523-4a54-b334-3fd7945114c3	I know that all or most hack(s) lay_eggs regularly or are used for laying eggs regularly. 	I know that all or most student(s) study regularly or are used for studying regularly. 	I know that all or most jeans(s) clean regularly or are used for cleaning regularly. 	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	afforded_usual-lay_eggs-hack	Agree or disagree (run4-experiment2-batch39-70-70)
2724b0ee-93b4-4de9-af71-257d53427418	I could say (a/an) hack lays eggs/is used for laying eggs, but I would most certainly not mean it literally.	"I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally."	"I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	creative-lay_eggs-hack	Agree or disagree (run4-experiment2-batch39-70-70)
76a5a02e-9281-4466-aa24-54f7286dc728	You can find (a/an) hack which can lay_eggs/be used for laying eggs. This distinguishes a certain type of hack from others. 	You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. 	You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. 	4	1	https://app.prolific.co/submissions/complete?cc=2EA63580	variability_limited-lay_eggs-hack	Agree or disagree (run4-experiment2-batch39-70-70)
