quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
d51296a5-6619-4448-a6d2-feab5c4d4d33	I know that being yellow is necessary for many things (a/an) lemon does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	affording_activity-yellow-lemon	Agree or disagree (run4-experiment2-batch151-70-70)
775a6e2e-04bf-4a8f-bdfc-e313df53082f	``Lemon'' is one of the first things which come to mind when I hear ``yellow' because (a/an) lemon is a typical example of things which are yellow'. 	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	typical_of_property-yellow-lemon	Agree or disagree (run4-experiment2-batch151-70-70)
03f082fe-d400-4024-ab59-08590aa8f5e9	You can find (a/an) lemon which is yellow. Yellow is one of a few possible colors (a/an) lemon usually has. There is only a limited range of possible colors.	You can find (a/an) apple which is green. Green is one of a few possible colors (a/an) apple usually has. There is only a limited range of possible colors.	You can find (a/an) car which is white. White is one of a few possible colors (a/an) car usually has. There is only a limited range of possible colors.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	variability_limited-yellow-lemon	Agree or disagree (run4-experiment2-batch151-70-70)
543e8126-c6f5-4066-b19b-fec48ed90dc1	``Yellow'' is one for the first things which come to mind when I hear ``lemon' because yellow is one of the typical colors of (a/an) lemon'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical weights of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	typical_of_concept-yellow-lemon	Agree or disagree (run4-experiment2-batch151-70-70)
633fb121-3e40-4050-8b3a-956cb431cc1e	I know that (a/an) lemon is yellow as most or all other things similar to (a/an) lemon are yellow. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	implied_category-yellow-lemon	Agree or disagree (run4-experiment2-batch151-70-70)
01a15eff-4d12-4dff-89b2-498538a8940e	You can find (a/an) lemon which is yellow. Yellow is one of many possible colors (a/an) lemon usually has. The range of colors is almost unlimited. 	You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. 	You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	variability_open-yellow-lemon	Agree or disagree (run4-experiment2-batch151-70-70)
b520a0b3-815e-4cb9-8d95-70eb2d63d566	``Cupcake'' is one of the first things which come to mind when I hear ``hot' because (a/an) cupcake is a typical example of things which are hot'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Dress'' is one of the first things which come to mind when I hear ``white' because (a/an) dress is a typical example of things which are white'. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	typical_of_property-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
f3fe91f3-e1fb-4eef-81df-4707f25deafb	``Hot'' is one for the first things which come to mind when I hear ``cupcake' because hot is one of the typical temperatures of (a/an) cupcake'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical weights of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	typical_of_concept-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
7fd5517a-59ac-4ec1-b148-4da40ccef4f7	You can find (a/an) cupcake which is hot. (A/an) cupcake is usually either hot or not hot. It cannot be a bit more or less hot.	You can find (a/an) pea which is frozen. (A/an) pea is usually either frozen or not frozen. It cannot be a bit more or less frozen.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty or not salty. It cannot be a bit more or less salty.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	variability_limited-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
ecb6ec37-7f41-482f-aa76-7c7d5c7e8ec0	I think (a/an) cupcake can be hot, but this is rare or uncommon.	I think (a/an) cake can be spicy, but this is rare or uncommon.	I think (a/an) window can be transparent, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	rare-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
71e25f19-158f-49cc-80b2-363d7c90258b	Usually, (a/an) cupcake is not hot, but there could be a highly unusual situation in which (a/an) cupcake is hot.	Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.	Usually, (a/an) cat is not furry, but there could be a highly unusual situation in which (a/an) cat is furry.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	unusual-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
c2fb68ff-808b-4f2e-8e71-2918ff102dff	You can find (a/an) cupcake which is hot. (A/an) cupcake is usually either hot, a bit more or less hot or the opposite of hot.	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp, a bit more or less sharp or the opposite of sharp.	You can find (a/an) substance which is solid. (A/an) substance is usually either solid, a bit more or less solid or the opposite of solid.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	variability_open-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
2e92dcde-5776-4c48-b64a-b1c4f5bdf102	I know that (a/an) cupcake is hot as most or all other things similar to (a/an) cupcake are hot. 	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	implied_category-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
7bcf8cb6-e6ef-4e39-b383-b715fd44439d	I know that being hot is necessary for many things (a/an) cupcake does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	affording_activity-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
67087c5a-807d-4142-b3a4-49d0149c0e87	I think it is impossible for (a/an) cupcake to be hot.	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	impossible-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
b3aa582d-6e3c-4266-b323-3c9fcd5eed4d	I could say (a/an) cupcake is hot, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	creative-hot-cupcake	Agree or disagree (run4-experiment2-batch151-70-70)
7a8a0fdf-ff39-4a33-8fa5-b30821bb694d	I could say (a/an) fir is black, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	creative-black-fir	Agree or disagree (run4-experiment2-batch151-70-70)
ad3f75a2-bbef-4b75-b8ff-5f8d4f6eb920	You can find (a/an) fir which is black. Black is one of many possible colors (a/an) fir usually has. The range of colors is almost unlimited. 	You can find (a/an) t-shirt which is white. White is one of many possible colors (a/an) t-shirt usually has. The range of colors is almost unlimited. 	You can find (a/an) pepper which is green. Green is one of many possible colors (a/an) pepper usually has. The range of colors is almost unlimited. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	variability_open-black-fir	Agree or disagree (run4-experiment2-batch151-70-70)
29a44aba-ee60-457e-9c10-5e0c555fd12c	I know that being black is necessary for many things (a/an) fir does or is used for. 	I know that being pointy is necessary for many things (a/an) needle does or is used for. 	I know that being white is necessary for many things (a/an) t-shirt does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	affording_activity-black-fir	Agree or disagree (run4-experiment2-batch151-70-70)
69375c0a-a594-49c6-bf74-7f4f3fe59e7b	``Fir'' is one of the first things which come to mind when I hear ``black' because (a/an) fir is a typical example of things which are black'. 	``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. 	``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	typical_of_property-black-fir	Agree or disagree (run4-experiment2-batch151-70-70)
8d92c98f-c207-4616-b2de-42d2cec18ada	Usually, (a/an) fir is not black, but there could be a highly unusual situation in which (a/an) fir is black.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	unusual-black-fir	Agree or disagree (run4-experiment2-batch151-70-70)
93014b59-829f-46cb-9e46-9c9e7232b068	I know that (a/an) fir is black as most or all other things similar to (a/an) fir are black. 	I know that (a/an) cotten_candy is sweet as most or all other things similar to (a/an) cotten_candy are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	implied_category-black-fir	Agree or disagree (run4-experiment2-batch151-70-70)
a4049cf6-c668-4b96-858b-c3295aa19655	You can find (a/an) fir which is black. Black is one of a few possible colors (a/an) fir usually has. There is only a limited range of possible colors.	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	variability_limited-black-fir	Agree or disagree (run4-experiment2-batch151-70-70)
3a23997e-e7a6-4653-b1c5-04708face0f2	I think it is impossible for (a/an) fir to be black.	I think it is impossible for (a/an) water to be dry.	I think it is impossible for (a/an) rose to be white.	4	1	https://app.prolific.co/submissions/complete?cc=4227B99C	impossible-black-fir	Agree or disagree (run4-experiment2-batch151-70-70)
