quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
ca19f2ac-308e-4364-bd11-7201119056e9	Usually, (a/an) tire is not yellow, but there could be a highly unusual situation in which (a/an) tire is yellow.	Usually, (a/an) pony is not blue, but there could be a highly unusual situation in which (a/an) pony is blue.	Usually, (a/an) beer is not brown, but there could be a highly unusual situation in which (a/an) beer is brown.	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	unusual-yellow-tire	Agree or disagree (run4-experiment2-batch159-70-70)
52801d7b-c475-4754-b86d-0a887c983f5a	I think it is impossible for (a/an) tire to be yellow.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	impossible-yellow-tire	Agree or disagree (run4-experiment2-batch159-70-70)
b1eaaa52-0ddd-42ce-9ace-84a69965bdad	I could say (a/an) tire is yellow, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	creative-yellow-tire	Agree or disagree (run4-experiment2-batch159-70-70)
3fb06f23-818f-438f-b702-770b46bbc762	I think (a/an) tire can be yellow, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	rare-yellow-tire	Agree or disagree (run4-experiment2-batch159-70-70)
dcce9811-3102-4ad3-9068-fe89eca17f3d	I think it is impossible for (a/an) jean to be black.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	impossible-black-jean	Agree or disagree (run4-experiment2-batch159-70-70)
ad21fc7d-e3df-417a-8c25-4c1ef63b07a1	I could say (a/an) jean is black, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	creative-black-jean	Agree or disagree (run4-experiment2-batch159-70-70)
1e142f05-f767-4b88-85ce-72ae84208ed5	You can find (a/an) jean which is black. Black is one of a few possible colors (a/an) jean usually has. There is only a limited range of possible colors.	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	variability_limited-black-jean	Agree or disagree (run4-experiment2-batch159-70-70)
36efab65-c2b7-4d05-99a0-08482942e69a	I know that (a/an) jean is black as most or all other things similar to (a/an) jean are black. 	I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. 	I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. 	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	implied_category-black-jean	Agree or disagree (run4-experiment2-batch159-70-70)
0ffd46f9-7e3a-485d-92ec-649994fd8c10	``Jean'' is one of the first things which come to mind when I hear ``black' because (a/an) jean is a typical example of things which are black'. 	``Snow'' is one of the first things which come to mind when I hear ``white' because (a/an) snow is a typical example of things which are white'. 	``Water'' is one of the first things which come to mind when I hear ``grey' because (a/an) water is a typical example of things which are grey'. 	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	typical_of_property-black-jean	Agree or disagree (run4-experiment2-batch159-70-70)
37decb2d-87ed-4142-b903-086ba004a4ff	I think (a/an) jean can be black, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	rare-black-jean	Agree or disagree (run4-experiment2-batch159-70-70)
2b4c8e84-a1be-4849-8732-7bd5aeca0afa	I know that being black is necessary for many things (a/an) jean does or is used for. 	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=413AB889	affording_activity-black-jean	Agree or disagree (run4-experiment2-batch159-70-70)
